gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLTV,City,Zip Code,Lat Long,Latitude,Longitude,Age,Under 30,Married,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
Male,0,Yes,Yes,4,,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,Yes,5691,Termo,96132,"41.027281, -120.669427",41.027281,-120.669427,55,No,Yes,Yes,1,Offer E,8.58,57,No,No,Yes,0,0,34.32,259.92,3
Male,0,No,No,4,,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81,340.85,Yes,3591,Westwood,96137,"40.271535, -121.018087",40.271535,-121.018087,25,Yes,No,No,0,Offer E,21.62,59,Yes,No,No,0,50,86.48,477.33,2
Male,0,No,No,26,,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,Yes,4997,Carnelian Bay,96140,"39.227434, -120.091806",39.227434,-120.091806,55,No,No,No,0,None,40.17,27,Yes,No,Yes,0,0,1044.42,3559.72,1
Male,0,No,No,5,,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51,305.95,Yes,4630,Tahoma,96142,"39.061227, -120.179546",39.061227,-120.179546,20,Yes,No,No,0,None,0,59,Yes,No,Yes,0,0,0,305.95,2
Female,0,Yes,No,4,,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes,2140,Kings Beach,96143,"39.246654, -120.029273",39.246654,-120.029273,55,No,Yes,Yes,1,Offer E,21.81,14,No,No,Yes,0,0,87.24,452.64,2
Male,0,No,Yes,1,,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Yes,5086,South Lake Tahoe,96150,"38.911577, -120.106169",38.911577,-120.106169,47,No,No,No,0,Offer E,1.13,6,Yes,No,Yes,0,0,1.13,91.98,3
Male,0,No,No,1,,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,2847,Truckee,96161,"39.342498, -120.247127",39.342498,-120.247127,62,No,No,No,0,Offer E,38.53,20,No,No,Yes,0,0,38.53,107.93,1
Female,1,No,No,8,,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Yes,3676,Los Angeles,90001,"33.973616, -118.24902",33.973616,-118.24902,66,No,No,No,0,Offer E,5.21,8,No,No,Yes,0,0,41.68,784.63,1
Female,0,Yes,Yes,1,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes,4277,Los Angeles,90004,"34.076259, -118.310715",34.076259,-118.310715,55,No,Yes,Yes,1,Offer E,3.09,0,No,No,No,0,0,3.09,23.24,2
Male,1,No,No,50,,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,Yes,4287,Los Angeles,90005,"34.059281, -118.30742",34.059281,-118.30742,65,No,No,No,0,None,18.92,11,Yes,No,Yes,0,0,946,5762.7,3
Female,0,No,No,26,,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,2934,Los Angeles,90010,"34.062125, -118.315709",34.062125,-118.315709,48,No,No,No,0,None,17.53,15,No,No,Yes,0,0,455.78,2290.73,2
Female,0,No,No,6,,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,2240,Los Angeles,90011,"34.00709, -118.258681",34.00709,-118.258681,23,Yes,No,No,0,Offer E,0,71,Yes,No,Yes,0,0,0,305.1,1
Female,0,No,No,3,,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,Yes,3155,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413,57,No,No,No,0,Offer E,3.64,25,No,Yes,Yes,0,0,10.92,166.57,1
Male,0,No,No,3,,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,Yes,5825,Los Angeles,90020,"34.066367, -118.309868",34.066367,-118.309868,44,No,No,No,0,Offer E,0,21,No,Yes,Yes,0,0,0,108.7,1
Female,0,No,No,1,,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,Yes,5955,Los Angeles,90024,"34.066303, -118.435479",34.066303,-118.435479,31,No,No,No,0,Offer E,4.41,30,No,No,Yes,0,0,4.41,48.51,3
Male,0,No,No,14,,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes,4883,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,38,No,No,No,0,Offer D,0,6,Yes,No,No,0,10,0,722.75,1
Female,1,Yes,No,61,,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405,Yes,4412,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843,77,No,Yes,Yes,1,None,35.11,17,No,No,Yes,0,0,2141.71,8546.71,1
Female,1,Yes,No,40,,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Yes,2296,Los Angeles,90029,"34.089953, -118.294824",34.089953,-118.294824,66,No,Yes,Yes,1,None,0,3,No,No,Yes,0,0,0,1637.4,3
Female,0,No,No,58,,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,5902,Los Angeles,90038,"34.088017, -118.327168",34.088017,-118.327168,57,No,No,No,0,Offer B,14.99,12,Yes,No,Yes,0,0,869.42,7015.27,1
Female,0,No,No,18,,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,5581,Los Angeles,90041,"34.137412, -118.207607",34.137412,-118.207607,23,Yes,No,No,0,Offer D,35.7,26,Yes,No,Yes,0,0,642.6,2383.3,1
Female,0,No,No,7,,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,5514,Los Angeles,90042,"34.11572, -118.192754",34.11572,-118.192754,35,No,No,No,0,Offer E,18.99,23,No,No,Yes,0,0,132.93,685.88,2
Male,1,No,No,2,,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,Yes,4618,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,72,No,No,No,0,Offer E,41.43,20,No,No,Yes,0,0,82.86,176.56,1
Male,0,No,No,19,,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55,1046.5,Yes,4539,Los Angeles,90048,"34.072945, -118.37267",34.072945,-118.37267,55,No,No,No,0,Offer D,4.3,23,No,Yes,No,0,30,81.7,1158.2,2
Male,0,Yes,Yes,11,,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes,5075,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442,35,No,Yes,Yes,1,Offer D,9.14,19,No,No,Yes,0,0,100.54,934.74,2
Female,0,Yes,No,39,,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,Yes,2371,Los Angeles,90058,"34.001617, -118.222274",34.001617,-118.222274,35,No,Yes,Yes,1,None,9.51,7,Yes,Yes,Yes,0,0,370.89,4505.74,2
Female,0,No,No,15,,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,Yes,4519,Los Angeles,90059,"33.927254, -118.249826",33.927254,-118.249826,60,No,No,No,0,Offer D,40.66,8,No,No,Yes,0,0,609.9,1509.7,2
Female,0,No,No,5,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,Yes,3799,Los Angeles,90071,"34.052917, -118.255178",34.052917,-118.255178,57,No,No,No,0,None,6.17,0,No,No,No,0,0,30.85,138.9,1
Female,0,No,No,1,,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,5963,Compton,90221,"33.885811, -118.206459",33.885811,-118.206459,57,No,No,No,0,Offer E,15.92,11,No,No,Yes,0,0,15.92,86.22,1
Male,1,Yes,No,10,,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,Yes,3336,Downey,90240,"33.956228, -118.120993",33.956228,-118.120993,77,No,Yes,No,0,Offer D,6.01,27,No,No,Yes,0,0,60.1,911.85,1
Male,0,No,Yes,6,,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,Yes,3469,El Segundo,90245,"33.917145, -118.401554",33.917145,-118.401554,53,No,No,No,0,Offer E,16.58,17,Yes,No,No,0,10,99.48,684.93,2
Female,1,Yes,No,16,,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,Yes,5769,Huntington Park,90255,"33.97803, -118.217141",33.97803,-118.217141,66,No,Yes,Yes,1,Offer D,9.93,27,No,No,Yes,0,0,158.88,1534.03,2
Female,0,No,No,2,,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,Yes,5082,Lawndale,90260,"33.88856, -118.351813",33.88856,-118.351813,56,No,No,No,0,Offer E,29.04,21,No,No,Yes,0,0,58.08,210.78,2
Female,1,No,No,2,,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,Yes,4322,Malibu,90263,"34.037037, -118.705803",34.037037,-118.705803,80,No,No,No,0,Offer E,31.91,30,No,No,Yes,0,0,63.82,258.87,3
Male,1,No,No,19,,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660,Yes,2373,Pacific Palisades,90272,"34.079449, -118.548306",34.079449,-118.548306,68,No,No,No,0,Offer D,28.12,25,No,No,Yes,0,0,534.28,2194.28,1
Female,0,No,No,1,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,3061,Topanga,90290,"34.115192, -118.61017",34.115192,-118.61017,48,No,No,No,0,None,43.52,0,No,No,No,0,0,43.52,63.72,2
Male,0,Yes,No,66,,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,Yes,5602,Venice,90291,"33.991782, -118.479229",33.991782,-118.479229,30,No,Yes,No,0,None,23.51,52,Yes,No,Yes,0,0,1551.66,8533.01,2
Female,0,No,No,36,,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,Yes,4188,Santa Monica,90402,"34.035849, -118.503508",34.035849,-118.503508,54,No,No,No,0,None,13.35,7,Yes,No,No,0,30,480.6,4126.2,1
Female,0,Yes,No,39,,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,Yes,5632,Santa Monica,90405,"34.005439, -118.477507",34.005439,-118.477507,50,No,Yes,Yes,3,None,0,13,Yes,No,Yes,0,0,0,2184.35,1
Male,0,No,No,21,,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,Yes,2902,Torrance,90501,"33.833699, -118.314387",33.833699,-118.314387,25,Yes,No,No,0,Offer D,12.76,48,Yes,No,Yes,0,0,267.96,2120.81,1
Male,0,No,No,2,,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes,3620,Torrance,90502,"33.833181, -118.292062",33.833181,-118.292062,34,No,No,No,0,Offer E,0,8,No,Yes,Yes,0,0,0,77.15,3
Female,0,No,No,4,,Yes,,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,Yes,2220,Whittier,90602,"33.972119, -118.020188",33.972119,-118.020188,42,No,No,No,0,Offer E,29.11,9,No,No,Yes,0,0,116.44,454.54,1
Male,0,No,Yes,35,,No,,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,Yes,5928,Whittier,90603,"33.945318, -117.992066",33.945318,-117.992066,37,No,No,No,0,None,25.51,16,No,No,Yes,0,0,892.85,3923.45,1
Female,0,Yes,Yes,33,,No,,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes,5080,La Palma,90623,"33.850504, -118.039892",33.850504,-118.039892,48,No,Yes,Yes,5,None,20.02,27,Yes,No,Yes,0,0,660.66,3785.16,3
Male,0,No,No,45,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes,5398,Cerritos,90703,"33.8681, -118.067402",33.8681,-118.067402,49,No,No,No,0,Offer B,25.4,0,No,No,No,0,0,1143,2073.45,3
Male,1,Yes,No,7,,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,3591,Lakewood,90712,"33.840524, -118.148403",33.840524,-118.148403,78,No,Yes,No,0,None,9.7,17,Yes,No,Yes,0,0,67.9,741,1
Male,0,No,No,6,,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,4667,Lakewood,90713,"33.847755, -118.112532",33.847755,-118.112532,47,No,No,No,0,Offer E,0,14,No,No,Yes,0,0,0,208.7,1
Male,1,No,No,3,,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77,237.75,Yes,3128,San Pedro,90732,"33.744119, -118.31448",33.744119,-118.31448,74,No,No,No,0,None,48.34,20,No,No,Yes,0,0,145.02,382.77,1
Female,0,No,Yes,11,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes,4500,Seal Beach,90740,"33.75462, -118.071128",33.75462,-118.071128,62,No,No,No,0,Offer D,33.06,0,No,No,No,0,0,363.66,585.01,2
Female,0,No,No,1,,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,2176,Sunset Beach,90742,"33.719221, -118.073596",33.719221,-118.073596,53,No,No,No,0,Offer E,26.06,3,No,No,Yes,0,0,26.06,101.36,1
Female,1,Yes,No,40,,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,5098,Long Beach,90802,"33.752524, -118.210737",33.752524,-118.210737,74,No,Yes,Yes,1,None,19.76,22,Yes,Yes,Yes,0,0,790.4,4852.6,3
Male,1,No,No,47,,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes,3645,Long Beach,90808,"33.823943, -118.111335",33.823943,-118.111335,65,No,No,No,0,None,36.58,20,Yes,No,No,0,50,1719.26,5811.56,3
Female,0,No,No,7,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,Yes,5595,Long Beach,90810,"33.819814, -118.222416",33.819814,-118.222416,62,No,No,No,0,Offer E,48.22,0,No,No,No,0,0,337.54,502.39,2
Male,0,No,No,1,,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,4238,Long Beach,90822,"33.778436, -118.118648",33.778436,-118.118648,40,No,No,No,0,Offer E,29.63,15,No,No,Yes,0,0,29.63,100.03,1
Male,0,Yes,Yes,7,,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,Yes,5651,Duarte,91010,"34.145695, -117.95982",34.145695,-117.95982,24,Yes,Yes,Yes,4,Offer E,36.14,85,Yes,No,Yes,0,0,252.98,584.28,1
Female,1,No,No,15,,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes,4526,Montrose,91020,"34.2112, -118.230625",34.2112,-118.230625,70,No,No,No,0,None,7.99,27,No,No,Yes,0,0,119.85,1267.3,3
Female,0,Yes,No,11,,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94,1078.9,Yes,2120,South Pasadena,91030,"34.110444, -118.156957",34.110444,-118.156957,64,No,Yes,Yes,1,Offer D,25.67,18,Yes,No,Yes,0,0,282.37,1361.27,1
Male,0,No,No,67,,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes,6255,Tujunga,91042,"34.296574, -118.244839",34.296574,-118.244839,53,No,No,No,0,None,22.66,27,Yes,Yes,Yes,0,0,1518.22,9322.37,1
Male,0,No,No,8,,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes,4549,Pasadena,91104,"34.165383, -118.123752",34.165383,-118.123752,55,No,No,No,0,Offer E,0,4,No,No,No,0,0,0,226.45,1
Female,0,Yes,No,44,,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,5606,Pasadena,91105,"34.13946, -118.166649",34.13946,-118.166649,19,Yes,Yes,Yes,4,None,11.24,59,Yes,No,Yes,0,0,494.56,4858.66,2
Male,1,Yes,No,24,,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,2104,Pasadena,91107,"34.159007, -118.087353",34.159007,-118.087353,70,No,Yes,Yes,3,Offer C,49.76,11,Yes,No,Yes,0,0,1194.24,3628.14,1
Male,1,No,No,15,,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,4958,San Marino,91108,"34.122671, -118.112911",34.122671,-118.112911,75,No,No,No,0,None,12.08,5,No,No,Yes,0,0,181.2,1398.45,1
Female,0,Yes,Yes,17,,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,2365,Northridge,91324,"34.238208, -118.55029",34.238208,-118.55029,38,No,Yes,Yes,1,Offer D,4.91,15,Yes,No,Yes,0,0,83.47,1826.97,1
Male,1,No,No,1,,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,5844,Canyon Country,91351,"34.422519, -118.420717",34.422519,-118.420717,70,No,No,No,0,None,7.23,2,No,No,Yes,0,0,7.23,76.88,2
Male,0,No,No,9,,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,Yes,3890,Valencia,91355,"34.43987, -118.644609",34.43987,-118.644609,39,No,No,No,0,None,20.34,7,Yes,No,Yes,0,0,183.06,896.16,3
Female,0,No,No,7,,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,Yes,3949,Woodland Hills,91367,"34.178068, -118.615714",34.178068,-118.615714,21,Yes,No,No,0,None,39.21,42,Yes,No,No,0,10,274.47,811.17,2
Male,1,Yes,No,36,,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,Yes,2987,Castaic,91384,"34.506627, -118.699048",34.506627,-118.699048,71,No,Yes,Yes,1,Offer C,31.65,15,No,No,Yes,0,0,1139.4,4161,1
Male,0,No,No,3,,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,Yes,3520,Panorama City,91402,"34.223768, -118.445461",34.223768,-118.445461,48,No,No,No,0,None,35.64,6,Yes,Yes,Yes,0,0,106.92,298.27,2
Female,1,Yes,Yes,34,,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,Yes,3980,Van Nuys,91411,"34.17847, -118.459472",34.17847,-118.459472,79,No,Yes,Yes,1,Offer C,25.84,15,No,No,Yes,0,0,878.56,3596.86,1
Female,1,No,No,1,,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,Yes,5303,Burbank,91501,"34.188339, -118.300942",34.188339,-118.300942,79,No,No,No,0,None,0,26,No,No,Yes,0,0,0,36.45,3
Male,0,No,Yes,22,,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,Yes,5438,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,39,No,No,No,0,Offer D,39.58,12,No,No,Yes,0,0,870.76,2872.26,2
Female,1,Yes,No,47,,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,Yes,5915,Azusa,91702,"34.174493, -117.87068",34.174493,-117.87068,73,No,Yes,Yes,1,None,38.31,7,No,No,No,0,90,1800.57,5716.42,1
Female,1,Yes,No,24,,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,Yes,3843,El Monte,91731,"34.079934, -118.046695",34.079934,-118.046695,74,No,Yes,Yes,1,Offer C,0,29,No,No,Yes,0,0,0,933.3,1
Male,0,Yes,No,53,,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,Yes,5650,Rancho Cucamonga,91737,"34.245289, -117.642503",34.245289,-117.642503,61,No,Yes,Yes,1,None,0,13,Yes,Yes,Yes,0,0,0,3184.25,2
Female,0,Yes,No,8,,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,Yes,2656,Rancho Cucamonga,91739,"34.133809, -117.523724",34.133809,-117.523724,58,No,Yes,Yes,1,None,29,30,Yes,No,Yes,0,0,232,996.95,1
Female,0,Yes,Yes,2,,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,Yes,5799,La Puente,91744,"34.031441, -117.936436",34.031441,-117.936436,27,Yes,Yes,Yes,1,None,8.5,59,Yes,No,Yes,0,0,17,162.4,1
Female,0,Yes,No,8,,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,Yes,4785,Hacienda Heights,91745,"33.998471, -117.973758",33.998471,-117.973758,24,Yes,Yes,Yes,1,None,11.35,0,No,No,No,0,0,90.8,247.05,3
Female,0,Yes,No,48,,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5,Yes,5995,La Puente,91746,"34.038983, -117.991372",34.038983,-117.991372,31,No,Yes,Yes,1,None,0,22,No,No,Yes,0,0,0,1604.5,2
Female,1,Yes,No,43,,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,Yes,4423,Pomona,91767,"34.083086, -117.737997",34.083086,-117.737997,80,No,Yes,Yes,1,None,13.84,18,No,Yes,No,0,140,595.12,5269.02,2
Male,1,Yes,No,16,,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,Yes,3392,Rosemead,91770,"34.065108, -118.082791",34.065108,-118.082791,69,No,Yes,Yes,1,None,15.16,7,No,No,Yes,0,0,242.56,1830.11,2
Female,0,Yes,No,8,,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,Yes,2750,San Gabriel,91775,"34.114772, -118.089431",34.114772,-118.089431,47,No,Yes,Yes,1,None,16.88,6,Yes,No,Yes,0,0,135.04,977.94,2
Male,0,No,No,20,,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,Yes,4115,Alhambra,91801,"34.090925, -118.128164",34.090925,-118.128164,20,Yes,No,No,0,Offer D,5.54,59,No,No,Yes,0,0,110.8,1872.25,1
Female,0,No,No,2,,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,Yes,5172,Boulevard,91905,"32.677097, -116.304991",32.677097,-116.304991,44,No,No,No,0,None,8.32,16,No,No,Yes,0,0,16.64,181.14,3
Female,0,No,No,27,,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Yes,4464,Campo,91906,"32.673483, -116.472863",32.673483,-116.472863,48,No,No,No,0,None,11.09,6,Yes,No,Yes,0,0,299.43,3024.03,2
Female,1,No,No,5,,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,Yes,3368,Chula Vista,91914,"32.688506, -116.938632",32.688506,-116.938632,71,No,No,No,0,None,30.05,11,No,No,Yes,0,0,150.25,468.75,3
Male,0,Yes,Yes,52,,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Yes,4751,Imperial Beach,91932,"32.579134, -117.119009",32.579134,-117.119009,63,No,Yes,Yes,1,None,46.59,26,Yes,Yes,No,0,120,2422.68,7532.93,3
Male,1,No,No,37,,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,Yes,4424,Jacumba,91934,"32.649787, -116.2237",32.649787,-116.2237,73,No,No,No,0,Offer C,38.06,19,No,No,Yes,0,0,1408.22,5152.27,1
Male,0,No,No,69,,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes,6350,Jamul,91935,"32.695681, -116.798386",32.695681,-116.798386,52,No,No,No,0,Offer A,20.44,3,Yes,Yes,Yes,0,0,1410.36,8630.71,3
Male,0,No,Yes,40,,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,2810,Borrego Springs,92004,"33.200369, -116.192313",33.200369,-116.192313,20,Yes,No,No,0,None,8.08,76,No,No,Yes,0,0,323.2,2462.4,1
Female,0,No,No,6,,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,Yes,5656,Carlsbad,92008,"33.148116, -117.306043",33.148116,-117.306043,53,No,No,No,0,None,1.15,3,No,No,Yes,0,0,6.9,528.2,1
Male,0,No,No,11,,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608,Yes,3407,El Cajon,92019,"32.785165, -116.862648",32.785165,-116.862648,60,No,No,No,0,Offer D,15.03,13,No,No,Yes,0,0,165.33,773.33,1
Female,0,No,No,6,,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,Yes,5800,El Cajon,92021,"32.832706, -116.873258",32.832706,-116.873258,43,No,No,No,0,None,2.6,22,Yes,No,Yes,0,0,15.6,593.2,1
Female,0,Yes,No,3,,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,Yes,4176,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644,21,Yes,Yes,Yes,5,None,23.26,42,Yes,No,No,0,20,69.78,382.63,1
Female,1,No,No,5,,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198,Yes,3561,Julian,92036,"32.980678, -116.262854",32.980678,-116.262854,79,No,No,No,0,None,0,15,No,No,Yes,0,0,0,198,3
