,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_11,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
14997,0.0,0.33161953727506427,0.11011681141173259,0.33541759714158104,0.10011248593925759,0.07514880952380952,0.40563197355215774,0.0318265293198801,0.67547909683132,0.7586647500399297,0.046153846153846156,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.851757057754254,0.7625701844736968,0.773633591871863,0.0165,0.0,0.9515342701462575,0.6851851851851853,0.0308,0.0,0.069,0.0417,0.0833,0.0383,0.014336150636567884,0.0146,0.0,0.016703932658161252,0.0168,0.0,0.9830915457728864,0.685232426303855,0.0311,0.0,0.069,0.0417,0.0833,0.0324,0.0147,0.0185,0.0,0.016151074667660578,0.0167,0.0,0.6852886405959026,0.685205630692796,0.031,0.0,0.069,0.0417,0.0833,0.039,0.01440740351246188,0.0181,0.0,0.016748260757536715,0.0168,0.037037037037037035,0.0,0.037037037037037035,0.0,0.5204539456320929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
15001,0.5,0.17737789203084833,0.29795822587450616,0.49592881437454905,0.2688413948256468,0.25023865678346807,0.65918885412362,0.018844724954616456,0.5073682879008286,0.5390512697652132,0.1076923076923077,1.0,0.0,1.0,0.0,0.0,0.6,0.5,0.5,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.39123543266998906,0.7332646583954556,0.1172836032368532,0.1649,0.1578,0.9644393461428162,0.7685185185185186,0.0296,0.0,0.2759,0.1667,0.2083,0.1703,0.14389643735958063,0.0935,0.0,0.0,0.1681,0.1638,0.9875937968984493,0.7685657596371882,0.0299,0.0,0.2759,0.1667,0.2083,0.1742,0.1469,0.0974,0.0,0.0,0.1665,0.1578,0.7690875232774679,0.7685619652221917,0.0298,0.0,0.2759,0.1667,0.2083,0.1732,0.1438637080660427,0.0952,0.0,0.0,0.1322,0.0,0.0,0.0,0.0,0.3850620216415941,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125
15003,0.0,0.15167095115681234,0.09745866924793488,0.13395403167622907,0.10011248593925759,0.25023865678346807,0.5973197945569396,0.02987134293072149,0.921889823540573,0.4679763616035777,0.046153846153846156,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.7352708159120771,0.9202213721778314,0.7455549218935802,0.0753,0.045,0.9773444221393748,0.8518518518518519,0.0592,0.09523809523809525,0.069,0.25,0.1042,0.0503,0.03327270782069113,0.041,0.012786885245901639,0.10482704195712218,0.0756,0.0297,0.9880940470235118,0.7777777777777777,0.0033,0.09528313039366357,0.069,0.1667,0.0,0.0,0.0018,0.038,0.0,0.045347248105354704,0.076,0.045,0.8528864059590312,0.8519182997515872,0.0596,0.09523809523809525,0.069,0.25,0.1042,0.0512,0.03323167525502156,0.0417,0.012716009129442452,0.10486987889719145,0.038,0.0,0.0,0.0,0.0,0.9590921087358142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
15052,0.0,0.061696658097686374,0.11212496587265593,0.13416016765726457,0.11473565804274466,0.23771619496855345,0.3725131353680855,0.02333294634187529,0.6641578647776865,0.6714582335090241,0.06153846153846154,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.5630754035174401,0.7826485619276131,0.6007480367449933,0.1485,0.1092,0.9601376541439632,0.7407407407407408,0.0,0.1904761904761905,0.1379,0.3333,0.375,0.0752,0.12228522520594844,0.1555,0.10131147540983607,0.043403919505458376,0.1513,0.1134,0.9860930465232616,0.7407879818594105,0.0,0.19044804350396027,0.1379,0.3333,0.375,0.0769,0.1249,0.162,0.10117111255692908,0.0433594235308734,0.1499,0.1092,0.7411545623836121,0.740684515594811,0.0,0.1904761904761905,0.1379,0.3333,0.375,0.0765,0.12230518456199391,0.1583,0.10140202151940007,0.043416645194537494,0.1295,0.0,0.0,0.0,0.0,0.7471628397994193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15110,0.0,0.07455012853470437,0.0410498360759308,0.12278833270347339,0.043869516310461196,0.43919867475292,0.5861030757423696,0.032963756490902184,0.5792802479286573,0.3785337805462386,0.1076923076923077,1.0,0.0,1.0,1.0,1.0,0.2,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.8153011609387221,0.8753294696592414,0.6318179322494911,0.0997,0.0886,0.9288786922856322,0.5370370370370371,0.0075,0.0,0.181,0.1458,0.1042,0.0178,0.08697977960843051,0.0768,0.0,0.0,0.1261,0.0249,0.9761880940470234,0.5555555555555556,0.0021,0.0,0.2069,0.1667,0.0417,0.0,0.1102,0.0293,0.0,0.0,0.1249,0.101,0.5567970204841702,0.5556168920783882,0.0075,0.0,0.2069,0.1667,0.0833,0.0094,0.10789778104953203,0.0881,0.0,0.0,0.0232,0.037037037037037035,0.0,0.037037037037037035,0.0,0.8783320137239378,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
15126,0.0,0.04884318766066838,0.25237988867152683,0.2251692032844333,0.17885264341957255,0.12292228212039533,0.8548320443945924,0.03267615147549289,0.6838277148820442,0.8217537134643028,0.2923076923076923,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.7073785986679234,0.6117920527696212,0.3892217867378022,0.0928,0.0833,0.9343275021508459,0.5740740740740742,0.038,0.0,0.2069,0.1667,0.2083,0.1359,0.08088156627795015,0.0873,0.0,0.0,0.0945,0.0865,0.9771885942971485,0.5739795918367347,0.0383,0.0,0.2069,0.1667,0.2083,0.139,0.0826,0.091,0.0,0.0,0.0937,0.0833,0.5735567970204833,0.5741098537123931,0.0382,0.0,0.2069,0.1667,0.2083,0.1383,0.08097591755179304,0.0889,0.0,0.0,0.0895,0.037037037037037035,0.0,0.037037037037037035,0.0,0.991554499868039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15144,0.5,0.07455012853470437,0.12035388645578789,0.18734325076442093,0.08886389201349831,0.43919867475292,0.5035126040498259,0.014082091442563432,0.9912718993106066,0.038651972528350106,0.23076923076923078,1.0,0.0,1.0,0.0,1.0,0.4,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.9266594911168252,0.8205633112504608,0.7809537502080176,0.1062,0.0,0.9188414109549756,0.4722222222222223,0.0262,0.0,0.2414,0.1667,0.2083,0.0127,0.09083128276452339,0.1275,0.025245901639344263,0.03998421675654347,0.1082,0.0,0.9716858429214608,0.47222222222222227,0.0264,0.0,0.2414,0.1667,0.2083,0.0129,0.0927,0.1328,0.02537410540013012,0.040004969561436204,0.1072,0.0,0.4729981378026069,0.4722605575489926,0.0263,0.0,0.2414,0.1667,0.2083,0.0129,0.09086128930486909,0.1297,0.025432018258884904,0.040066993043030144,0.1212,0.0,0.0,0.0,0.0,0.9704407495381367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.25,0.25
15190,0.25,0.11311053984575835,0.0410498360759308,0.12278833270347339,0.043869516310461196,0.6309523809523809,0.7757246590707834,0.026362034027103475,0.6584656251976472,0.39226960549433,0.03076923076923077,1.0,1.0,1.0,1.0,0.0,0.4,0.0,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,1.0,1.0,0.5336668163499091,0.7179099631008917,0.7606502514345689,0.0247,0.0,0.9245770002867795,0.5092592592592592,0.0021,0.0,0.1034,0.0417,0.0833,0.0,0.02161121215363218,0.0165,0.0,0.0,0.0252,0.0,0.9736868434217109,0.5092120181405895,0.0022,0.0,0.1034,0.0417,0.0833,0.0,0.022,0.0172,0.0,0.0,0.025,0.0,0.51024208566108,0.5092464808170024,0.0021,0.0,0.1034,0.0417,0.0833,0.0,0.0215585235040488,0.0168,0.0,0.0,0.0141,0.14814814814814814,0.0,0.14814814814814814,0.0,0.6408023225125363,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
15235,0.25,1.0,0.2830662939170971,0.4706084447040231,0.2688413948256468,0.272868935309973,0.3134187378239566,0.03026449107105163,0.62273101005629,0.5109407442900495,0.27692307692307694,1.0,0.0,1.0,0.0,1.0,0.4,1.0,0.5,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.8482198346210792,0.26312655993710665,0.5882705235844123,0.3072,0.03,0.9773444221393748,0.8425925925925927,0.1368,0.380952380952381,0.2759,0.375,0.0417,0.1149,0.264362897186263,0.3965,0.050491803278688525,0.019071419176640802,0.313,0.0311,0.992096048024012,0.842545351473923,0.1381,0.38089608700792055,0.2759,0.375,0.0417,0.1175,0.27,0.4131,0.05074821080026024,0.01900857249347745,0.3102,0.03,0.8528864059590312,0.8425338117582115,0.1377,0.380952380952381,0.2759,0.375,0.0417,0.1169,0.2643811126301399,0.4036,0.05053798500163026,0.019067250708580265,0.3898,0.037037037037037035,0.0,0.037037037037037035,0.0,0.9997360781208762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875
15238,0.0,0.13881748071979436,0.2666851687639471,0.21331638437489264,0.2688413948256468,0.12255727762803234,0.43243402798276165,0.02501108202811669,0.8602238947568148,0.8326145983069797,0.06153846153846154,1.0,0.0,1.0,1.0,0.0,0.2,0.5,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.7200885756592734,0.6894430660181332,0.6359402822715255,0.0918,0.0,0.9457986808144536,0.6481481481481483,0.0152,0.0,0.2069,0.1667,0.2083,0.0753,0.07820691130844121,0.0765,0.025245901639344263,0.0653689333157964,0.0935,0.0,0.9810905452726363,0.6481009070294785,0.0153,0.0,0.2069,0.1667,0.2083,0.077,0.0799,0.0797,0.02537410540013012,0.0653497328860728,0.0926,0.0,0.6480446927374295,0.6482197074247861,0.0153,0.0,0.2069,0.1667,0.2083,0.0766,0.07824166579030392,0.0779,0.025432018258884904,0.06544704972945117,0.0793,0.18518518518518517,0.0,0.18518518518518517,0.0,0.49828450778569544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
15240,0.5,0.07455012853470437,0.05233160271033162,0.06524203799773251,0.05511811023622047,0.6309523809523809,0.46620225515083535,0.026021657449233758,0.6192524192018215,0.9262098706276952,0.13846153846153847,1.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.6891299480684179,0.9212091505967142,0.6807935480210092,0.2134,0.1316,0.9701749354746201,0.8055555555555555,0.355,0.2380952380952381,0.1207,0.6667,0.7083,0.0616,0.18519311008879855,0.284,0.012786885245901639,0.06826252794949363,0.2174,0.1096,0.9805902951475738,0.6388888888888888,0.0347,0.19044804350396027,0.0345,0.3333,0.375,0.0544,0.1892,0.2181,0.01268705270006506,0.037023232699714255,0.2155,0.1316,0.806331471135941,0.8055478884902014,0.3572,0.2380952380952381,0.1207,0.6667,0.7083,0.0627,0.18519297507624358,0.2891,0.012716009129442452,0.06828137078072662,0.1895,0.0,0.0,0.0,0.0,0.16468725257323832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0
15247,0.0,0.08740359897172237,0.05233160271033162,0.12502147249802453,0.05511811023622047,0.43919867475292,0.45970836531082115,0.032296196225777854,0.3588640819682499,0.9068838843635202,0.18461538461538463,1.0,0.0,1.0,1.0,0.0,0.2,0.0,0.0,0.8421052631578947,0.0,1.0,1.0,0.0,1.0,1.0,0.758161104661934,0.8924937968513906,0.2941622466617138,0.0928,0.0917,0.9274447949526814,0.5277777777777778,0.0168,0.0,0.2069,0.1667,0.2083,0.0551,0.08088156627795015,0.0811,0.0,0.005524135209785611,0.0945,0.0952,0.974687343671836,0.5277777777777777,0.0169,0.0,0.2069,0.1667,0.2083,0.0564,0.0826,0.0845,0.0,0.005466517579823581,0.0937,0.0917,0.5288640595903165,0.5277394424510076,0.0169,0.0,0.2069,0.1667,0.2083,0.0561,0.08097591755179304,0.0826,0.0,0.0055398093274929144,0.0647,0.07407407407407407,0.25,0.07407407407407407,0.25,0.5513328054895751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15433,0.0,0.08226221079691516,0.13130396915113732,0.18548802693510152,0.13385826771653545,0.272868935309973,0.33478953893382135,0.022327648077004263,0.4607551704509519,0.8939466538891551,0.13846153846153847,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5789473684210527,0.0,0.0,0.0,1.0,0.0,1.0,0.7779425078287074,0.7211597708395904,0.16029540365414224,0.1021,0.085,0.9644393461428162,0.7685185185185186,0.0307,0.14285714285714285,0.1034,0.3333,0.375,0.0608,0.08815662779501444,0.1207,0.012786885245901639,0.0027620676048928055,0.104,0.0882,0.9875937968984493,0.7685657596371882,0.0309,0.1428064783071285,0.1034,0.3333,0.375,0.0621,0.09,0.1258,0.01268705270006506,0.0027332587899117906,0.1031,0.085,0.7690875232774679,0.7685619652221917,0.0308,0.14285714285714285,0.1034,0.3333,0.375,0.0618,0.08812703754337996,0.1229,0.012716009129442452,0.0028343210512754447,0.1122,0.0,0.0,0.0,0.0,0.9316442333069411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.1875
15434,0.0,0.03598971722365039,0.3722373773954011,0.2745387707424331,0.3250843644544432,0.43919867475292,0.6869354743491352,0.03225925613205556,0.888179115805452,0.3542565085449609,0.03076923076923077,1.0,0.0,1.0,1.0,0.0,0.2,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.8029608419349855,0.8355639260362145,0.860966902119307,0.1948,0.0488,0.9928305133352453,0.9537037037037036,0.0123,0.14285714285714285,0.0517,0.7083,0.75,0.0087,0.16903819407296458,0.1572,0.012786885245901639,0.012100486650006577,0.1155,0.0252,0.9969984992496248,0.9444444444444444,0.0069,0.09528313039366357,0.0345,0.6667,0.7083,0.0089,0.0992,0.1017,0.0,0.0,0.1967,0.0488,0.9534450651769097,0.9537675959149876,0.0124,0.14285714285714285,0.0517,0.7083,0.75,0.0089,0.169102955095173,0.1601,0.012716009129442452,0.012110280855449627,0.1743,0.0,0.0,0.0,0.0,0.9989443124835049,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15445,0.25,0.02313624678663239,0.06925425266193284,0.09100903562716872,0.0719910011248594,0.06922450584007186,0.46939016470866046,0.035699962004475026,0.45626462589336536,0.9346749720491934,0.13846153846153847,1.0,1.0,1.0,1.0,0.0,0.4,0.5,0.5,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.7638562063276797,0.9561235529943657,0.9687912425981203,0.0835,0.0135,0.9615715514769143,0.75,0.0,0.10714285714285714,0.0776,0.3333,0.375,0.0409,0.07285760136942333,0.0547,0.0,0.0,0.0756,0.0114,0.9865932966483242,0.75,0.0,0.09528313039366357,0.069,0.3333,0.375,0.0267,0.0661,0.0499,0.0,0.0,0.0749,0.0123,0.7504655493482314,0.7500690035881865,0.0,0.09523809523809525,0.069,0.3333,0.375,0.045,0.06478073404143443,0.0494,0.0,0.0,0.0586,0.0,0.0,0.0,0.0,0.8693586698337292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15456,0.0,0.10025706940874037,0.0016302152786709177,0.02068231009722747,0.0022497187851518562,0.3353548966756514,0.6630261526654466,0.023069088529573182,0.8218329011447726,0.20859287653729436,0.1076923076923077,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.5528963251349652,0.620143492917576,0.5737004699113558,0.1938,0.1091,0.9870949240034415,0.9166666666666667,0.0733,0.1904761904761905,0.1379,0.375,0.0417,0.1382,0.16187011875468063,0.1777,0.10131147540983607,0.042614757332631856,0.1975,0.1132,0.9954977488744373,0.9166666666666667,0.074,0.19044804350396027,0.1379,0.375,0.0417,0.1414,0.1653,0.1851,0.10117111255692908,0.04261398931544291,0.1957,0.1091,0.9162011173184367,0.9166436654706045,0.0738,0.1904761904761905,0.1379,0.375,0.0417,0.1406,0.16184667157429805,0.1809,0.10140202151940007,0.04264364854418964,0.1466,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.125
15462,0.5,0.03598971722365039,0.15788381134178564,0.13233929982478443,0.11136107986501688,0.21529649595687328,0.5570576775488517,0.03175792628868156,0.5529694516475872,0.24245328222328702,0.3230769230769231,1.0,1.0,1.0,0.0,0.0,0.6,0.5,0.5,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.37693455475211224,0.5618030137746728,0.4768732420984688,0.0763,0.0851,0.9716088328075709,0.814814814814815,0.0133,0.0,0.2069,0.1667,0.0417,0.0556,0.06654541564138226,0.0873,0.0,0.0,0.0777,0.0883,0.9900950475237619,0.814767573696145,0.0134,0.0,0.2069,0.1667,0.0417,0.0568,0.068,0.091,0.0,0.0,0.077,0.0851,0.8156424581005581,0.814794369307204,0.0134,0.0,0.2069,0.1667,0.0417,0.0565,0.06656851403933116,0.0889,0.0,0.0,0.0906,0.037037037037037035,0.0,0.037037037037037035,0.0,0.871997888624967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15477,0.0,0.12596401028277635,0.12128576037978939,0.23410176246263786,0.10011248593925759,0.24368261455525608,0.47263710962866756,0.03497699159876726,0.9896907216494846,0.9696534099984028,0.26153846153846155,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.08753791709408634,0.7036970532385759,0.11501281298803044,0.0928,0.1273,0.9331803842844852,0.5648148148148149,0.0519,0.0,0.2069,0.1667,0.0417,0.0714,0.08088156627795015,0.0794,0.0,0.0,0.0945,0.1321,0.976688344172086,0.564767573696145,0.0523,0.0,0.2069,0.1667,0.0417,0.073,0.0826,0.0827,0.0,0.0,0.0937,0.1273,0.5661080074487895,0.5648633728953906,0.0522,0.0,0.2069,0.1667,0.0417,0.0726,0.08097591755179304,0.0808,0.0,0.0,0.0908,0.037037037037037035,0.0,0.037037037037037035,0.0,0.9596199524940617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
15478,0.0,0.2236503856041131,0.29488958534994913,0.43456900401965165,0.296962879640045,0.07060029200359388,0.6376999822893914,0.03287932199096551,0.7356903421668458,0.2897300750678805,0.015384615384615385,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.5319968070155329,0.7767302680626033,0.860966902119307,0.0155,0.0171,0.9827932320045885,0.8888888888888891,0.0037,0.0,0.069,0.1667,0.0417,0.0028,0.009842730287792876,0.0189,0.050491803278688525,0.04195712218860976,0.0158,0.0178,0.9939969984992496,0.8888888888888888,0.0038,0.0,0.069,0.1667,0.0417,0.0029,0.0101,0.0197,0.05074821080026024,0.041992794135917506,0.0156,0.0171,0.8882681564245808,0.888904223019597,0.0037,0.0,0.069,0.1667,0.0417,0.0029,0.009885371753076034,0.0192,0.05053798500163026,0.041999484668899766,0.0218,0.0,0.0,0.0,0.0,0.9588281868566905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125
15571,0.0,0.07455012853470437,0.10874043588233569,0.10959562991720205,0.11136107986501688,0.30216756513926324,0.7454985536336265,0.033845041583991216,0.6013534880779204,0.32981951764893785,0.1076923076923077,1.0,0.0,1.0,0.0,0.0,0.2,0.5,0.5,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.46581669474960347,0.41210050125173375,0.6359402822715255,0.2062,0.2727,0.9658732434757671,0.7777777777777778,0.0465,0.2380952380952381,0.1724,0.3333,0.0417,0.1554,0.17984380014978069,0.2306,0.012786885245901639,0.025121662501644087,0.2101,0.283,0.9880940470235118,0.7777777777777777,0.0469,0.23808960870079204,0.1724,0.3333,0.0417,0.1589,0.1837,0.2402,0.01268705270006506,0.02522052428873152,0.2082,0.2727,0.7783985102420852,0.777808446039194,0.0468,0.2380952380952381,0.1724,0.3333,0.0417,0.1581,0.1798296350825534,0.2347,0.012716009129442452,0.025122391136305076,0.2109,0.0,0.0,0.0,0.0,0.8355766693058855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
15593,0.25,0.2802056555269923,0.18067297994327527,0.2870099975950802,0.156355455568054,0.42190307726864335,0.8446779620992975,0.03409570650567822,0.9509834925052179,0.4989618271841559,0.12307692307692308,1.0,0.0,1.0,0.0,0.0,0.4,0.5,0.5,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.4700983295575665,0.7346316032522511,0.1903480015257145,0.1856,0.049,0.9343275021508459,0.5740740740740742,0.0146,0.0,0.4138,0.1667,0.0417,0.0,0.16187011875468063,0.156,0.0,0.05063790608970144,0.1891,0.0508,0.9771885942971485,0.5739795918367347,0.0147,0.0,0.4138,0.1667,0.0417,0.0,0.1653,0.1626,0.0,0.05056528761336812,0.1874,0.049,0.5735567970204833,0.5741098537123931,0.0147,0.0,0.4138,0.1667,0.0417,0.0,0.16184667157429805,0.1588,0.0,0.05063128059778408,0.1475,0.037037037037037035,0.0,0.037037037037037035,0.0,0.8595935603061494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0625
15611,0.5,0.05141388174807198,0.18872590496691058,0.18335795513106812,0.15748031496062992,0.6309523809523809,0.6407698211228526,0.033240807193819395,0.8115236227942572,0.03833253473885961,0.24615384615384617,1.0,1.0,1.0,1.0,0.0,0.6,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.5277602558304332,0.7562931012987958,0.2770873381226588,0.0814,0.1107,0.9587037568110124,0.7314814814814814,0.018,0.0,0.1379,0.1667,0.2083,0.0,0.07103883599015727,0.1045,0.0,0.05958174404840195,0.083,0.1149,0.9855927963981991,0.7314342403628118,0.0182,0.0,0.1379,0.1667,0.2083,0.0,0.0725,0.1089,0.0,0.059634737234439066,0.0822,0.1107,0.7318435754189948,0.7314380347778084,0.0181,0.0,0.1379,0.1667,0.2083,0.0,0.071090545798717,0.1064,0.0,0.05964957485184231,0.0822,0.037037037037037035,0.0,0.037037037037037035,0.0,0.6819741356558459,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.25,0.25
