,ID,Levy,Prod. year,Leather interior,Mileage,Cylinders,Doors,Wheel,Airbags,Airbags0,Category_Coupe,Category_Goods wagon,Category_Hatchback,Category_Jeep,Category_Microbus,Category_Minivan,Category_Sedan,Category_Universal,Fuel type_CNG,Fuel type_Diesel,Fuel type_Hybrid,Fuel type_LPG,Fuel type_Petrol,Fuel type_Plug-in Hybrid,Gear box type_Automatic,Gear box type_Manual,Gear box type_Tiptronic,Gear box type_Variator,Drive wheels_4x4,Drive wheels_Front,Drive wheels_Rear,merged1,tahmin,real,error,direction,abserror,percentage,abspercentage
6653,45802096,-1155.313011279586,1999,0,1111,4,1,1,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9483.502531926097,8467.0,-1016.5025319260967,-1.0,1016.5025319260967,-0.12005462760435771,0.12005462760435771
6393,45781064,562.0,2015,1,88000,4,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11931.782577248861,19444.0,7512.217422751139,1.0,7512.217422751139,0.38635144120300036,0.38635144120300036
14308,45651733,1018.0,2011,1,0,6,1,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,9262.950550219257,2666.0,-6596.950550219257,-1.0,6596.950550219257,-2.4744750751009965,2.4744750751009965
8767,45792938,944.0,2008,0,160000,4,1,1,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,12697.450169515065,11604.0,-1093.4501695150648,-1.0,1093.4501695150648,-0.09423045238840613,0.09423045238840613
19080,45798306,629.0,2015,1,31891,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,19190.765312553176,18346.0,-844.765312553176,-1.0,844.765312553176,-0.046046294154212145,0.046046294154212145
13710,45786730,531.0,2012,1,104000,4,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,10754.672167910989,21953.0,11198.327832089011,1.0,11198.327832089011,0.5101046705274455,0.5101046705274455
2387,45780717,1025.881988720414,2014,1,112000,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,23988.9407502694,28852.0,4863.059249730599,1.0,4863.059249730599,0.16855189414011504,0.16855189414011504
3229,45776835,831.0,2011,1,88400,4,1,1,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,18980.1478372734,18189.0,-791.1478372733982,-1.0,791.1478372733982,-0.043495950149727756,0.043495950149727756
13761,43022143,765.0,2015,1,31000,4,1,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,40276.6803267779,46728.0,6451.319673222097,1.0,6451.319673222097,0.13806111267809656,0.13806111267809656
3739,45763511,1327.0,2018,1,67066,4,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,25551.825756895654,3136.0,-22415.825756895654,-1.0,22415.825756895654,-7.147903621459073,7.147903621459073
10242,44662044,-182.1480112795859,2012,0,100000,6,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,17716.95522750645,17562.0,-154.95522750644886,-1.0,154.95522750644886,-0.0088233246501793,0.0088233246501793
1426,45807304,-1457.2670112795859,2010,1,178000,6,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,9949.651617799831,5645.0,-4304.651617799831,-1.0,4304.651617799831,-0.7625600740123705,0.7625600740123705
17568,45813719,1292.0,2016,1,46131,6,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,14268.529510398816,14426.0,157.47048960118445,1.0,157.47048960118445,0.01091574168869988,0.01091574168869988
4611,45787415,753.0,2012,1,82000,4,1,1,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,17389.42090082298,13485.0,-3904.420900822981,-1.0,3904.420900822981,-0.2895380719928054,0.2895380719928054
7076,45758968,-1222.4020112795858,2003,0,235339,4,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6543.816499647901,7840.0,1296.1835003520991,1.0,1296.1835003520991,0.1653295281061351,0.1653295281061351
12752,45758241,1356.0,2014,1,146218,8,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,35275.67477430233,17562.0,-17713.67477430233,-1.0,17713.67477430233,-1.008636531961185,1.008636531961185
18308,45804813,-1423.669011279586,2002,0,0,4,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,6846.958714621911,5959.0,-887.958714621911,-1.0,887.958714621911,-0.14901136342035762,0.14901136342035762
17067,45792227,474.0,2013,0,89000,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,17852.155067158637,9000.0,-8852.155067158637,-1.0,8852.155067158637,-0.9835727852398486,0.9835727852398486
14677,45805420,1823.0,2018,0,12000,6,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,40719.48311073637,68994.0,28274.51688926363,1.0,28274.51688926363,0.40981124285102516,0.40981124285102516
11630,45380780,650.0,2016,1,9470,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,22881.20053561676,18660.0,-4221.200535616761,-1.0,4221.200535616761,-0.22621653459896898,0.22621653459896898
9743,45677233,843.0,2008,0,205000,4,1,1,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,12095.176176476303,9095.0,-3000.176176476303,-1.0,3000.176176476303,-0.3298709374905226,0.3298709374905226
13636,45805069,642.0,2012,1,124000,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,23374.89135820482,22934.0,-440.89135820481897,-1.0,440.89135820481897,-0.019224355027680256,0.019224355027680256
8088,45789051,1079.0,2018,1,68126,4,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,26024.50238099625,28852.0,2827.4976190037487,1.0,2827.4976190037487,0.09800005611409084,0.09800005611409084
4676,45809218,639.0,2014,1,53528,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30776.910627876576,37611.0,6834.089372123424,1.0,6834.089372123424,0.18170453782466364,0.18170453782466364
934,45647833,607.0,2019,1,9626,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,13608.113368707516,3450.0,-10158.113368707516,-1.0,10158.113368707516,-2.944380686581889,2.944380686581889
9296,45644661,607.0,2019,1,9626,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,13608.113368707516,3450.0,-10158.113368707516,-1.0,10158.113368707516,-2.944380686581889,2.944380686581889
15181,45793701,-551.1910112795858,2011,0,98580,4,1,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15235.01322820286,14113.0,-1122.0132282028608,-1.0,1122.0132282028608,-0.07950210644107282,0.07950210644107282
8818,45793715,-1390.178011279586,1998,1,180264,6,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5938.040608709951,6272.0,333.9593912900491,1.0,333.9593912900491,0.05324607641741854,0.05324607641741854
827,44527023,-316.3260112795859,2013,0,94400,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,18010.656254953738,16308.0,-1702.6562549537375,-1.0,1702.6562549537375,-0.10440619664911317,0.10440619664911317
3630,45773345,394.0,2014,1,0,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,12526.084179573803,10349.0,-2177.0841795738033,-1.0,2177.0841795738033,-0.21036662282092988,0.21036662282092988
7539,45815772,-1121.715011279586,2005,0,12000,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5777.306932193935,8781.0,3003.6930678060653,1.0,3003.6930678060653,0.3420673121291499,0.3420673121291499
13572,24367759,7108.831988720414,2013,1,225000,6,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,85046.2491561746,85702.0,655.7508438254008,1.0,655.7508438254008,0.007651523229625923,0.007651523229625923
13128,45768169,1058.0,2012,1,285186,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12888.12282515043,9565.0,-3323.122825150431,-1.0,3323.122825150431,-0.3474252822948699,0.3474252822948699
8129,45489951,1268.0,2012,0,105000,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,11152.792541036597,8781.0,-2371.792541036597,-1.0,2371.792541036597,-0.2701050610450515,0.2701050610450515
19172,45625142,394.0,2014,1,179381,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,9203.347713776504,11133.0,1929.652286223496,1.0,1929.652286223496,0.17332725107549593,0.17332725107549593
16814,45767399,1172.0,2011,1,64496,6,1,1,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,11545.498921959948,13642.0,2096.5010780400517,1.0,2096.5010780400517,0.1536798913678384,0.1536798913678384
15735,45810672,-1188.804011279586,2003,0,2000000,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7279.214393715392,8154.0,874.7856062846076,1.0,874.7856062846076,0.10728300297824474,0.10728300297824474
17340,45801748,530.0,2013,1,196448,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,16915.494225767234,17942.0,1026.5057742327663,1.0,1026.5057742327663,0.05721244979560619,0.05721244979560619
3380,45644800,1537.0,2009,1,251278,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10796.205810529824,7997.0,-2799.205810529824,-1.0,2799.205810529824,-0.3500319883118449,0.3500319883118449
6465,43278948,1268.0,2012,0,83000,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,15458.29311792129,9000.0,-6458.29311792129,-1.0,6458.29311792129,-0.7175881242134767,0.7175881242134767
2344,45762114,-719.0740112795859,2012,0,106000,3,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13417.802075797146,12544.0,-873.8020757971462,-1.0,873.8020757971462,-0.06965896650168577,0.06965896650168577
3702,45779353,531.0,2012,0,99000,4,1,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21579.421265543053,17249.0,-4330.421265543053,-1.0,4330.421265543053,-0.25105346776874327,0.25105346776874327
5532,45804892,770.0,2016,1,114435,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,42386.97731732813,35344.0,-7042.977317328128,-1.0,7042.977317328128,-0.1992693899198769,0.1992693899198769
675,45283965,639.0,2014,1,74000,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,25253.79678386407,40142.0,14888.203216135931,1.0,14888.203216135931,0.37088842648936104,0.37088842648936104
774,45797753,1185.0,2009,1,85241,4,1,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,15139.491203748115,10663.0,-4476.491203748115,-1.0,4476.491203748115,-0.4198153618820328,0.4198153618820328
17263,45741520,-282.8350112795859,2009,1,0,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13085.425039718228,16621.0,3535.5749602817723,1.0,3535.5749602817723,0.212717343137102,0.212717343137102
9010,45651234,919.0,2012,1,149171,6,1,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,15867.709288296646,4547.0,-11320.709288296646,-1.0,11320.709288296646,-2.4897095421809206,2.4897095421809206
15822,45816055,891.0,2016,1,40464,4,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11026.322434100637,3136.0,-7890.322434100637,-1.0,7890.322434100637,-2.516046694547397,2.516046694547397
3275,45811208,1294.344988720414,2007,0,268022,6,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,14686.43883148969,31361.0,16674.56116851031,1.0,16674.56116851031,0.5316973683399863,0.5316973683399863
9101,45807450,1356.0,2014,1,121382,8,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,27533.51262660842,47982.0,20448.48737339158,1.0,20448.48737339158,0.4261699673500809,0.4261699673500809
9565,45787051,-1490.8650112795858,1990,0,0,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5690.661734646235,5331.0,-359.66173464623535,-1.0,359.66173464623535,-0.06746609166127093,0.06746609166127093
4084,45539053,6998.942988720414,2016,1,64000,4,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,77442.18903759531,84675.0,7232.810962404692,1.0,7232.810962404692,0.08541849379869727,0.08541849379869727
9657,45811207,-651.8780112795858,2002,0,250115,4,1,1,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12872.7715746982,13172.0,299.2284253018006,1.0,299.2284253018006,0.022717007690692424,0.022717007690692424
15653,45644429,781.0,2012,1,159379,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8813.671814806034,3136.0,-5677.671814806034,-1.0,5677.671814806034,-1.8104820838029443,1.8104820838029443
18790,45814737,-1255.8930112795858,2004,0,300000,4,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5312.703189072425,7527.0,2214.2968109275753,1.0,2214.2968109275753,0.29418052490070085,0.29418052490070085
4134,45812039,-148.55001127958587,2009,1,300000,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,11597.91566809516,17876.0,6278.08433190484,1.0,6278.08433190484,0.35120185342944954,0.35120185342944954
7503,45767848,1058.0,2012,1,11700,6,1,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,32826.4687285028,47042.0,14215.531271497202,1.0,14215.531271497202,0.302188071754968,0.302188071754968
18817,45815964,1202.0,2017,1,241602,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5786.214335864499,1882.0,-3904.214335864499,-1.0,3904.214335864499,-2.074502835209617,2.074502835209617
5134,44876552,-830.7820112795858,2005,1,1000,6,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,16233.42050998256,11500.0,-4733.420509982559,-1.0,4733.420509982559,-0.4116017834767443,0.4116017834767443
16221,45764985,753.0,2012,0,183342,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,16596.124566666724,11290.0,-5306.124566666724,-1.0,5306.124566666724,-0.46998446117508624,0.46998446117508624
18213,45782062,-786.1630112795858,2008,0,150000,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,12863.186993539815,11917.0,-946.1869935398154,-1.0,946.1869935398154,-0.0793980862247055,0.0793980862247055
10368,45752499,697.0,2015,1,84882,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12067.920263398297,2901.0,-9166.920263398297,-1.0,9166.920263398297,-3.1599173607026185,3.1599173607026185
17419,45813917,765.0,2015,1,133048,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7564.06349410411,4077.0,-3487.06349410411,-1.0,3487.06349410411,-0.8553013230571768,0.8553013230571768
822,45802666,765.0,2015,1,95200,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,36488.0809467699,37580.0,1091.9190532301,1.0,1091.9190532301,0.029055855594201704,0.029055855594201704
1319,45810462,642.0,2012,1,258076,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,18815.84791400809,14294.0,-4521.847914008089,-1.0,4521.847914008089,-0.3163458733740093,0.3163458733740093
8700,44329013,2133.224988720414,2017,1,52000,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,37612.84488953477,39201.0,1588.1551104652317,1.0,1588.1551104652317,0.04051312748310583,0.04051312748310583
11940,45799992,455.4649887204141,2007,0,227000,6,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,18994.91288815762,23521.0,4526.087111842378,1.0,4526.087111842378,0.19242749508279317,0.19242749508279317
18442,45774659,779.0,2013,1,84000,6,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,19100.428814098075,16935.0,-2165.4288140980752,-1.0,2165.4288140980752,-0.12786706903443018,0.12786706903443018
5850,45795373,-1121.715011279586,2002,0,190000,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5801.613859810121,8781.0,2979.3861401898794,1.0,2979.3861401898794,0.3392991846247443,0.3392991846247443
17950,45732795,836.0,2010,1,158000,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,16848.033183800853,17305.0,456.9668161991467,1.0,456.9668161991467,0.026406634856928443,0.026406634856928443
19025,45543581,830.0,2019,0,1532,4,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,37638.08498108538,18817.0,-18821.084981085383,-1.0,18821.084981085383,-1.000217089923228,1.000217089923228
4679,45651920,640.0,2013,1,320554,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8490.747788567978,4077.0,-4413.747788567978,-1.0,4413.747788567978,-1.0825969557439241,1.0825969557439241
3092,45801461,528.0,2014,1,126265,4,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,23920.036895729558,15624.0,-8296.036895729558,-1.0,8296.036895729558,-0.5309803440687121,0.5309803440687121
13041,45114236,86.31498872041412,2007,1,69500,4,1,1,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,17170.032140195624,20071.0,2900.9678598043756,1.0,2900.9678598043756,0.14453529270112978,0.14453529270112978
773,41644611,642.0,2012,0,68000,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,16245.903121693533,11604.0,-4641.903121693533,-1.0,4641.903121693533,-0.4000261221728312,0.4000261221728312
5833,45729920,707.0,2011,1,101285,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,21634.005982002178,29094.0,7459.994017997822,1.0,7459.994017997822,0.25641005080077756,0.25641005080077756
18855,45780180,1361.4339887204142,2013,1,150000,6,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,30130.38749498307,31988.0,1857.6125050169285,1.0,1857.6125050169285,0.05807216784472079,0.05807216784472079
14187,45720083,-1490.8650112795858,2000,0,0,4,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6242.713547515737,5331.0,-911.7135475157374,-1.0,911.7135475157374,-0.1710211118956551,0.1710211118956551
10250,45540661,585.0,2013,0,91373,4,1,1,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16879.540878958327,16500.0,-379.5408789583271,-1.0,379.5408789583271,-0.023002477512625883,0.023002477512625883
13450,45115113,690.0,2016,0,86000,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21220.957869475606,13172.0,-8048.957869475606,-1.0,8048.957869475606,-0.6110657356115704,0.6110657356115704
17056,45813025,925.1949887204141,2015,0,65000,4,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,22401.282497025742,27911.0,5509.7175029742575,1.0,5509.7175029742575,0.1974030849118361,0.1974030849118361
6567,45786643,-1239.2010112795858,1999,0,250000,4,1,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,7446.507043082545,7683.0,236.49295691745465,1.0,236.49295691745465,0.030781329808337192,0.030781329808337192
11826,45808874,831.0,2017,1,67122,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,32121.627459262127,29777.0,-2344.6274592621266,-1.0,2344.6274592621266,-0.07873954593350999,0.07873954593350999
1327,45538177,-886.8500112795858,2006,1,280000,6,1,1,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,7512.1129809684735,10976.0,3463.8870190315265,1.0,3463.8870190315265,0.31558737418290145,0.31558737418290145
4167,45766264,919.0,2012,1,171221,6,1,1,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,12296.460271081836,9252.0,-3044.4602710818363,-1.0,3044.4602710818363,-0.32905969207542546,0.32905969207542546
17799,45730585,707.0,2011,1,256175,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20341.632126186152,20266.0,-75.63212618615216,-1.0,75.63212618615216,-0.0037319710937605923,0.0037319710937605923
6873,44986777,3240.567988720414,2010,1,178000,8,1,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,50484.61032091305,49550.0,-934.6103209130524,-1.0,934.6103209130524,-0.018861964095117104,0.018861964095117104
9403,45802915,891.0,2016,1,129388,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,42977.2732604207,41720.0,-1257.2732604206976,-1.0,1257.2732604206976,-0.030135984190333115,0.030135984190333115
10658,45761390,-1633.282011279586,2003,0,12323,4,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5187.39966827472,4000.0,-1187.3996682747202,-1.0,1187.3996682747202,-0.29684991706868,0.29684991706868
1673,45769777,1017.0,2017,1,50963,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,20142.828677464466,56136.0,35993.171322535534,1.0,35993.171322535534,0.641178055481964,0.641178055481964
17978,45607935,730.0,2016,1,181997,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,24298.422785469742,2117.0,-22181.422785469742,-1.0,22181.422785469742,-10.477762298285187,10.477762298285187
10692,45770128,1172.0,2011,1,119379,6,1,1,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,11080.164592402367,16621.0,5540.835407597633,1.0,5540.835407597633,0.33336354055698414,0.33336354055698414
11505,45805118,707.0,2011,1,199660,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20230.98123379149,19312.0,-918.9812337914882,-1.0,918.9812337914882,-0.0475860208052759,0.0475860208052759
7783,45802896,639.0,2014,1,129927,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,31576.211926518466,35344.0,3767.7880734815335,1.0,3767.7880734815335,0.10660332937645806,0.10660332937645806
896,45092576,-433.8120112795859,2010,0,285000,4,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,15158.279634872404,15210.0,51.72036512759587,1.0,51.72036512759587,0.0034004184830766517,0.0034004184830766517
8067,45805728,-1222.4020112795858,2007,1,11000,4,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10841.72580759507,7840.0,-3001.7258075950704,-1.0,3001.7258075950704,-0.3828731897442692,0.3828731897442692
4140,45732368,891.0,2016,1,121098,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43962.17424827414,48048.0,4085.8257517258608,1.0,4085.8257517258608,0.08503633349412797,0.08503633349412797
11585,45809441,503.0,2012,1,58600,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,17351.563404148386,21893.0,4541.436595851614,1.0,4541.436595851614,0.2074378383890565,0.2074378383890565
832,45803101,640.0,2013,1,80758,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,29067.558981948365,31913.0,2845.441018051635,1.0,2845.441018051635,0.08916244220385533,0.08916244220385533
3421,45810141,761.0,2010,1,153966,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,14600.890135926587,11676.0,-2924.8901359265874,-1.0,2924.8901359265874,-0.25050446522153025,0.25050446522153025
15674,45659687,975.0,2012,1,56000,6,1,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,29669.19765037635,36692.0,7022.802349623649,1.0,7022.802349623649,0.19139873404621305,0.19139873404621305
134,45731782,862.0,2011,1,124444,4,1,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20694.26211762104,22894.0,2199.7378823789586,1.0,2199.7378823789586,0.09608359755302519,0.09608359755302519
8641,45699733,791.0169887204141,2008,1,170000,8,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,26702.75924026416,26657.0,-45.759240264160326,-1.0,45.759240264160326,-0.0017165937751495038,0.0017165937751495038
13886,45797269,583.0,2011,1,188244,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15249.447193505568,14454.0,-795.4471935055681,-1.0,795.4471935055681,-0.055033014633012876,0.055033014633012876
2179,45699907,966.8179887204141,2013,1,150000,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,28610.782109566142,28300.0,-310.782109566142,-1.0,310.782109566142,-0.01098169998466933,0.01098169998466933
18786,45785699,-1289.4910112795858,2007,1,188888,4,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7338.237011759018,7213.0,-125.23701175901806,-1.0,125.23701175901806,-0.017362680127411347,0.017362680127411347
18990,45803603,707.0,2011,1,45600,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,12231.004952159805,7527.0,-4704.004952159805,-1.0,4704.004952159805,-0.6249508372737883,0.6249508372737883
