,ID,approv_in_adv,open_credit,business_or_commercial,loan_amount,term,property_value,income,Credit_Score,LTV,dtir1,tahmin,real,prob,correct,
141329,166749,0,0,0,166500,360,238000,2820,603,69.95798319,45,0,0,0.476662813725299,TRUE,0.500745156482861
64954,90077,0,0,0,106500,360,668000,2820,606,15.94311377,38,0,1,0.469566994083126,FALSE,0.5
7836,32741,0,0,0,296500,360,468000,2820,609,63.35470085,49,0,0,0.474724445350617,TRUE,0.50074294205052
104355,129632,0,0,0,206500,360,258000,2820,614,80.03875969,48,0,0,0.483987510191836,TRUE,0.501483679525223
3034,27932,0,0,1,76500,360,88000,2820,629,86.93181818,24,1,1,0.691282475763671,TRUE,0.502222222222222
36001,61003,0,0,0,356500,360,358000,2820,633,99.58100559,61,1,0,0.720528830283751,FALSE,0.501479289940828
72902,98049,0,0,0,96500,180,608000,2820,635,15.87171053,22,1,0,0.52583306375638,FALSE,0.500738552437223
127647,153027,0,0,1,76500,180,118000,2820,637,64.83050847,46,1,0,0.610387633502236,FALSE,0.5
114929,140262,0,0,0,106500,360,108000,2820,637,98.61111111,34,1,0,0.703036015296162,FALSE,0.499263622974963
105658,130942,0,0,0,96500,360,158000,2820,660,61.07594937,36,1,0,0.509435309180743,FALSE,0.498529411764706
103962,129236,0,0,0,286500,360,378000,2820,660,75.79365079,48,0,0,0.475071938806601,TRUE,0.499265785609398
24226,49188,0,0,0,276500,360,448000,2820,662,61.71875,45,0,0,0.459669203325336,TRUE,0.5
91077,116288,1,0,0,246500,360,268000,2820,664,91.97761194,45,0,0,0.475056796543717,TRUE,0.500732064421669
145462,170898,0,0,0,176500,324,248000,2820,673,71.16935484,26,0,0,0.469469126350039,TRUE,0.501461988304094
74640,99794,0,0,0,236500,324,298000,2820,675,79.36241611,43,0,0,0.474816241751052,TRUE,0.502189781021898
71502,96640,0,0,1,226500,360,288000,2820,734,78.64583333,37,1,0,0.594086536049127,FALSE,0.501457725947522
24408,49370,0,0,0,176500,240,368000,2820,746,47.96195652,48,0,0,0.468671409251567,TRUE,0.502183406113537
66496,91624,0,0,0,156500,360,558000,2820,761,28.04659498,32,0,0,0.467880651205689,TRUE,0.502906976744186
119397,144748,1,0,1,176500,360,358000,2820,767,49.30167598,45,1,0,0.656049801695702,FALSE,0.502177068214804
122370,147734,1,0,0,236500,360,278000,2820,779,85.07194245,48,0,0,0.474983471865534,TRUE,0.502898550724638
135228,160629,0,0,0,76500,360,128000,2820,783,59.765625,44,1,0,0.540411354708094,FALSE,0.502170767004342
103639,128909,0,0,0,186500,360,438000,2820,792,42.57990868,48,0,0,0.458971709662877,TRUE,0.502890173410405
55220,80299,0,0,0,76500,360,208000,2820,797,36.77884615,46,0,0,0.489967998141976,TRUE,0.503607503607504
133168,158562,0,0,0,326500,360,628000,2820,817,51.99044586,45,0,0,0.475064993562116,TRUE,0.504322766570605
45388,70430,1,0,0,186500,360,398000,2820,827,46.85929648,60,1,0,0.828610578072147,FALSE,0.503597122302158
42408,67436,0,0,0,96500,240,178000,2820,856,54.21348315,25,1,0,0.513558185096186,FALSE,0.502873563218391
129687,155070,0,0,0,176500,360,308000,2820,867,57.30519481,27,0,0,0.457391584776271,TRUE,0.503586800573888
109220,134527,1,0,0,86500,180,138000,2820,868,62.68115942,25,1,0,0.519909941988546,FALSE,0.502865329512894
8109,33016,1,0,1,126500,360,128000,2820,882,98.828125,50,1,0,0.610782614337166,FALSE,0.502145922746781
123586,148956,0,0,0,176500,360,258000,2880,502,68.41085271,40,0,0,0.44960792804722,TRUE,0.502857142857143
138297,163712,0,0,1,246500,360,258000,2880,508,95.54263566,49,1,1,0.631700015921055,TRUE,0.503566333808845
10986,35902,0,0,1,46500,360,48000,2880,521,96.875,44,1,0,0.648236660539973,FALSE,0.502849002849003
16975,41910,0,0,0,226500,324,268000,2880,538,84.51492537,42,1,0,0.562413584762465,FALSE,0.502133712660029
1160,26052,0,0,0,76500,360,138000,2880,545,55.43478261,31,1,0,0.513984945970655,FALSE,0.501420454545455
1832,26725,0,0,0,116500,360,118000,2880,557,98.72881356,56,1,0,0.677037412495037,FALSE,0.500709219858156
43457,68491,0,0,0,176500,360,288000,2880,568,61.28472222,39,0,0,0.44078755861702,TRUE,0.501416430594901
20987,45935,0,0,0,186500,360,358000,2880,570,52.09497207,38,0,0,0.433476585421807,TRUE,0.502121640735502
10123,35036,0,0,0,166500,324,188000,2880,589,88.56382979,44,1,0,0.595530882417555,FALSE,0.501412429378531
78156,103320,0,0,0,116500,360,198000,2880,590,58.83838384,44,0,0,0.463150309318646,TRUE,0.502115655853314
28697,53672,1,0,0,186500,360,248000,2880,602,75.2016129,47,0,0,0.426949502229995,TRUE,0.502816901408451
51499,76566,0,0,0,196500,360,218000,2880,604,90.13761468,35,1,1,0.582300049351015,TRUE,0.50351617440225
18729,43671,0,0,1,276500,360,278000,2880,614,99.46043165,49,1,0,0.646202355350775,FALSE,0.502808988764045
1280,26172,0,0,0,246500,360,508000,2880,614,48.52362205,45,0,0,0.431544708066745,TRUE,0.503506311360449
115452,140786,0,0,0,276500,360,288000,2880,617,96.00694444,45,1,0,0.575908673788763,FALSE,0.502801120448179
9798,34710,0,0,0,156500,180,138000,2880,621,113.4057971,44,1,1,0.84530214848798,TRUE,0.503496503496504
121286,146644,1,0,0,206500,360,508000,2880,656,40.6496063,42,0,0,0.424613851627245,TRUE,0.504189944134078
13598,38521,0,0,0,106500,360,178000,2880,671,59.83146067,16,1,0,0.552664075274185,FALSE,0.503486750348675
6835,31739,0,0,0,106500,360,138000,2880,677,77.17391304,48,1,1,0.522419386579084,TRUE,0.504178272980501
121226,146584,0,0,0,236500,240,248000,2880,698,95.36290323,59,1,1,0.795646444142381,TRUE,0.504867872044506
144616,170049,1,0,0,246500,360,348000,2880,721,70.83333333,43,0,0,0.423657086465246,TRUE,0.505555555555556
110192,135506,0,0,1,186500,360,218000,2880,724,85.55045872,58,1,0,0.649684811640383,FALSE,0.504854368932039
131567,156956,0,0,0,256500,360,328000,2880,730,78.20121951,37,0,0,0.457428222265082,TRUE,0.505540166204986
41738,66765,0,0,0,156500,360,228000,2880,763,68.64035088,37,0,0,0.450892715333823,TRUE,0.506224066390042
86290,111486,0,0,0,256500,360,488000,2880,777,52.56147541,47,0,0,0.441085817738968,TRUE,0.506906077348066
111176,136494,0,0,0,116500,360,148000,2880,782,78.71621622,44,1,0,0.502703473113275,FALSE,0.506206896551724
72998,98145,0,0,0,156500,360,148000,2880,787,105.7432432,33,1,0,0.819610251832751,FALSE,0.505509641873278
81862,107040,0,0,0,146500,180,258000,2880,799,56.78294574,31,0,0,0.460016545457709,TRUE,0.506189821182944
16139,41069,0,0,0,216500,360,228000,2880,800,94.95614035,44,1,1,0.576153640658429,TRUE,0.506868131868132
99422,124673,0,0,1,196500,360,228000,2880,819,86.18421053,41,1,0,0.618081043961525,FALSE,0.506172839506173
29627,54606,1,0,0,216500,360,228000,2880,820,94.95614035,49,0,0,0.477246406920517,TRUE,0.506849315068493
116801,142140,0,0,0,116500,360,118000,2880,837,98.72881356,36,1,0,0.660939569577317,FALSE,0.506155950752394
123303,148671,0,0,0,266500,360,348000,2880,844,76.58045977,47,0,1,0.454129010113516,FALSE,0.505464480874317
32329,57319,0,0,0,286500,360,368000,2880,848,77.85326087,42,0,0,0.45275590830482,TRUE,0.506139154160982
78862,104028,1,0,0,216500,360,368000,2880,860,58.83152174,44,0,0,0.420426309336895,TRUE,0.506811989100817
131559,156948,1,0,0,126500,324,148000,2880,877,85.47297297,46,1,0,0.506445431616253,FALSE,0.506122448979592
45364,70406,1,0,0,266500,360,328000,2880,878,81.25,39,0,0,0.443760261158796,TRUE,0.506793478260869
23278,48239,0,0,0,296500,360,438000,2940,506,67.69406393,44,0,0,0.43061049799337,TRUE,0.507462686567164
114527,139860,0,0,1,106500,360,158000,2940,509,67.40506329,46,1,0,0.582438569211206,FALSE,0.506775067750677
57481,82572,0,0,0,326500,360,558000,2940,568,58.5125448,43,0,0,0.42370588146391,TRUE,0.50744248985115
141713,167134,1,0,0,286500,360,338000,2940,571,84.76331361,44,0,0,0.474887650782278,TRUE,0.508108108108108
66827,91955,0,0,0,106500,360,208000,2940,579,51.20192308,33,0,0,0.450297525205495,TRUE,0.508771929824561
9213,34123,0,0,0,116500,240,228000,2940,606,51.09649123,22,0,0,0.463478635980153,TRUE,0.509433962264151
116745,142084,1,0,1,186500,360,188000,2940,607,99.20212766,48,1,0,0.554069575428792,FALSE,0.508748317631225
11785,36704,0,0,0,266500,360,278000,2940,614,95.86330935,40,1,0,0.564590506623698,FALSE,0.508064516129032
141561,166982,1,0,0,266500,360,428000,2940,658,62.26635514,10,1,1,0.591321271779916,TRUE,0.508724832214765
27757,52732,0,0,0,246500,360,268000,2940,662,91.97761194,42,1,0,0.571473958621038,FALSE,0.508042895442359
63871,88991,0,0,0,106500,360,148000,2940,673,71.95945946,49,1,0,0.517069041717639,FALSE,0.507362784471218
134904,160304,0,0,0,206500,360,308000,2940,674,67.04545455,36,0,0,0.433873776994602,TRUE,0.508021390374332
146666,172108,0,0,1,176500,360,188000,2940,674,93.88297872,37,1,0,0.615049740870368,FALSE,0.507343124165554
31902,56891,0,0,0,176500,360,248000,2940,678,71.16935484,41,0,0,0.443894450439935,TRUE,0.508
105978,131263,0,0,0,216500,360,338000,2940,690,64.05325444,36,0,0,0.423283563996317,TRUE,0.508655126498003
12347,37266,1,0,1,196500,360,238000,2940,705,82.56302521,61,1,1,0.605319654127104,TRUE,0.509308510638298
21181,46131,0,0,0,266500,360,328000,2940,714,81.25,44,0,0,0.487704434771156,TRUE,0.50996015936255
93239,118464,0,0,0,176500,360,248000,2940,723,71.16935484,38,0,0,0.444316390949695,TRUE,0.510610079575597
121227,146585,0,0,0,176500,360,188000,2940,753,93.88297872,47,1,1,0.573706798752376,TRUE,0.511258278145695
53606,78681,0,0,1,256500,360,308000,2940,766,83.27922078,61,1,0,0.637387767483365,FALSE,0.510582010582011
62434,87548,1,0,0,176500,180,488000,2940,780,36.16803279,48,0,0,0.416679617716129,TRUE,0.511228533685601
63405,88524,0,0,0,306500,360,418000,2940,792,73.32535885,43,0,0,0.433110261029557,TRUE,0.511873350923483
99518,124769,0,0,0,246500,360,688000,2940,805,35.82848837,44,0,0,0.428945593235712,TRUE,0.512516469038208
1060,25952,1,0,1,266500,360,288000,2940,826,92.53472222,57,1,1,0.646539301937196,TRUE,0.513157894736842
124941,150316,1,0,1,66500,360,298000,2940,831,22.31543624,31,1,0,0.618764848507806,FALSE,0.512483574244415
118031,143372,1,0,1,136500,360,158000,2940,850,86.39240506,41,1,0,0.566663199592978,FALSE,0.511811023622047
68425,93555,0,0,0,156500,360,268000,2940,869,58.39552239,36,0,1,0.440474917630192,FALSE,0.511140235910878
56564,81651,0,0,0,516500,360,638000,2940,872,80.95611285,15,1,1,0.725860469775354,TRUE,0.511780104712042
103115,128383,0,0,0,146500,360,168000,2940,891,87.20238095,23,1,0,0.58256559370053,FALSE,0.511111111111111
13202,38123,0,0,0,136500,360,168000,2940,898,81.25,42,1,1,0.520138988858053,TRUE,0.511749347258486
51615,76683,0,0,0,86500,180,178000,3000,501,48.59550562,32,0,0,0.475096486093732,TRUE,0.51238591916558
65493,90619,0,0,0,226500,360,248000,3000,501,91.33064516,57,1,0,0.742037062085255,FALSE,0.51171875
56530,81617,1,0,0,226500,360,408000,3000,504,55.51470588,34,0,0,0.399846933496843,TRUE,0.512353706111834
33660,58654,0,0,0,66500,180,148000,3000,512,44.93243243,6,1,0,0.546274516276674,FALSE,0.511688311688312
116818,142157,0,0,0,126500,360,258000,3000,532,49.03100775,37,0,1,0.438962493876164,FALSE,0.511024643320363
23391,48352,0,0,0,216500,360,338000,3000,537,64.05325444,41,0,0,0.420900599602265,TRUE,0.511658031088083
66148,91275,1,0,1,96500,360,138000,3000,545,69.92753623,23,1,0,0.548088297740199,FALSE,0.510996119016818
88035,113237,0,0,0,126500,360,218000,3000,549,58.02752294,28,0,1,0.447205039261679,FALSE,0.510335917312661
92147,117366,0,0,0,86500,180,238000,3000,554,36.34453782,36,0,0,0.463409548608489,TRUE,0.510967741935484
39059,64078,0,0,1,116500,360,158000,3000,576,73.73417722,49,1,0,0.577435957404937,FALSE,0.510309278350515
7212,32117,1,0,0,256500,240,348000,3000,577,73.70689655,45,0,0,0.429599964522127,TRUE,0.510939510939511
137230,162637,0,0,0,226500,360,378000,3000,578,59.92063492,45,0,0,0.420668851780335,TRUE,0.511568123393316
99465,124716,0,0,0,96500,360,108000,3000,589,89.35185185,28,1,0,0.666955631644496,FALSE,0.510911424903723
132444,157836,0,0,0,196500,360,248000,3000,592,79.23387097,56,1,0,0.765560218231977,FALSE,0.51025641025641
13109,38029,0,0,0,106500,120,198000,3000,595,53.78787879,43,0,0,0.460721980898924,TRUE,0.510883482714469
49113,74167,0,0,0,126500,360,158000,3000,598,80.06329114,38,0,0,0.481442300236362,TRUE,0.51150895140665
72969,98116,0,0,1,196500,360,208000,3000,609,94.47115385,59,1,1,0.651950076048371,TRUE,0.51213282247765
70777,95912,0,0,0,226500,360,338000,3000,619,67.01183432,43,0,0,0.423214952241002,TRUE,0.512755102040816
74329,99480,0,0,0,386500,360,908000,3000,641,42.5660793,29,0,1,0.498988101279082,FALSE,0.512101910828025
117023,142362,0,0,0,206500,300,258000,3000,646,80.03875969,42,0,0,0.47566194715429,TRUE,0.512722646310433
92405,117625,1,0,0,276500,360,278000,3000,651,99.46043165,43,1,0,0.516405888460955,FALSE,0.512071156289708
112141,137462,0,0,0,276500,360,458000,3000,664,60.37117904,39,0,0,0.427634255316435,TRUE,0.512690355329949
39497,64519,0,0,1,156500,360,198000,3000,679,79.04040404,60,1,0,0.638650784008851,FALSE,0.512040557667934
96985,122228,0,0,0,226500,360,238000,3000,680,95.16806723,42,1,1,0.565887290296265,TRUE,0.512658227848101
115388,140722,0,0,0,186500,360,358000,3000,682,52.09497207,37,0,0,0.426203958838104,TRUE,0.513274336283186
66265,91392,1,0,0,166500,360,218000,3000,690,76.37614679,40,0,0,0.415465010556664,TRUE,0.513888888888889
94558,119788,0,0,1,116500,360,118000,3000,699,98.72881356,47,1,0,0.644047262915854,FALSE,0.513240857503153
128882,154264,0,0,0,206500,180,508000,3000,705,40.6496063,41,0,0,0.425973357234246,TRUE,0.513853904282116
3791,28693,0,0,0,146500,360,168000,3000,708,87.20238095,49,1,0,0.585736991653034,FALSE,0.513207547169811
134265,159663,0,0,0,276500,360,348000,3000,723,79.45402299,39,0,0,0.435586924565687,TRUE,0.513819095477387
123110,148478,0,0,0,206500,360,508000,3000,724,40.6496063,33,0,0,0.424121658005625,TRUE,0.514429109159348
52144,77215,0,0,0,186500,360,238000,3000,730,78.36134454,42,0,0,0.448542468579764,TRUE,0.515037593984962
111344,136662,0,0,0,96500,360,228000,3000,745,42.3245614,33,0,0,0.458032799541876,TRUE,0.515644555694618
116542,141881,1,0,0,376500,360,558000,3000,752,67.47311828,48,0,0,0.454985157722211,TRUE,0.51625
23200,48161,1,0,1,116500,360,128000,3000,757,91.015625,43,1,0,0.576398968777096,FALSE,0.515605493133583
83022,108204,0,0,0,186500,324,208000,3000,762,89.66346154,47,1,0,0.571940829372717,FALSE,0.514962593516209
147476,172921,1,0,1,126500,360,178000,3000,763,71.06741573,42,1,0,0.546775264177142,FALSE,0.514321295143213
87902,113104,0,0,0,156500,360,258000,3000,779,60.65891473,40,0,1,0.439337752979082,FALSE,0.513681592039801
100333,125587,0,0,0,256500,360,378000,3000,794,67.85714286,44,0,0,0.428652813625275,TRUE,0.514285714285714
21818,46773,0,0,0,176500,180,218000,3000,804,80.96330275,39,0,1,0.468006723864911,FALSE,0.513647642679901
24427,49389,0,0,0,96500,360,118000,3000,807,81.77966102,20,1,1,0.553188127997625,TRUE,0.514250309789343
125607,150984,0,0,1,236500,360,248000,3000,813,95.36290323,40,1,1,0.612034062365241,TRUE,0.514851485148515
126117,151495,0,0,0,56500,360,128000,3000,821,44.140625,13,1,1,0.572370137894011,TRUE,0.515451174289246
88610,113813,0,0,0,176500,360,188000,3000,824,93.88297872,28,1,1,0.584862646176436,TRUE,0.516049382716049
13917,38840,0,0,0,216500,180,338000,3000,859,64.05325444,49,0,0,0.430496309669476,TRUE,0.516646115906288
125420,150797,0,0,0,256500,360,328000,3000,877,78.20121951,44,0,0,0.450409458100255,TRUE,0.517241379310345
69996,95131,1,0,0,146500,360,158000,3060,518,92.72151899,37,0,0,0.475367088292031,TRUE,0.517835178351784
95375,120609,0,0,1,266500,360,358000,3060,531,74.44134078,48,1,0,0.568121076074732,FALSE,0.517199017199017
110774,136091,0,0,0,136500,180,228000,3060,548,59.86842105,41,0,1,0.446979007133153,FALSE,0.516564417177914
20769,45716,0,0,0,306500,360,418000,3060,564,73.32535885,48,0,0,0.432548211461921,TRUE,0.517156862745098
112959,138284,0,0,0,426500,360,1078000,3060,569,39.56400742,49,1,0,0.502450487007083,FALSE,0.516523867809058
50401,75462,0,0,0,156500,360,168000,3060,577,93.1547619,36,1,1,0.584957928979777,TRUE,0.517114914425428
75681,100838,0,0,0,166500,324,288000,3060,579,57.8125,44,0,0,0.435494875136415,TRUE,0.517704517704518
133707,159102,0,0,0,156500,180,228000,3060,596,68.64035088,60,1,1,0.815413326606991,TRUE,0.518292682926829
103613,128883,0,0,0,156500,360,198000,3060,598,79.04040404,26,0,0,0.456166030543356,TRUE,0.518879415347138
124692,150066,1,0,0,166500,360,178000,3060,601,93.53932584,49,0,0,0.492209640360266,TRUE,0.519464720194647
95701,120936,0,0,0,186500,360,308000,3060,602,60.55194805,28,0,0,0.436601443136565,TRUE,0.520048602673147
18400,43340,0,0,0,236500,360,298000,3060,648,79.36241611,41,0,0,0.443517070408428,TRUE,0.520631067961165
133557,158951,0,0,0,206500,360,208000,3060,678,99.27884615,42,1,0,0.588062006601052,FALSE,0.52
2268,27163,0,0,0,146500,360,198000,3060,699,73.98989899,36,0,0,0.456637248972421,TRUE,0.520581113801453
60920,86030,0,0,0,176500,360,228000,3060,704,77.4122807,44,0,0,0.450409302644785,TRUE,0.521160822249093
112525,137850,1,0,0,156500,360,188000,3060,724,83.24468085,50,1,1,0.749096098354032,TRUE,0.521739130434783
122086,147449,0,0,1,116500,360,138000,3060,727,84.42028986,59,1,0,0.623536788821106,FALSE,0.521109770808203
96445,121684,0,0,0,206500,360,248000,3060,729,83.26612903,41,1,1,0.554077547811292,TRUE,0.521686746987952
28906,53882,0,0,0,226500,360,528000,3060,753,42.89772727,39,0,0,0.416797668794891,TRUE,0.522262334536703
47768,72818,0,0,0,126500,360,308000,3060,764,41.07142857,41,0,1,0.440883726747359,FALSE,0.521634615384615
30530,55513,1,0,1,316500,360,328000,3060,767,96.49390244,57,1,0,0.654751394887747,FALSE,0.521008403361345
129110,154492,0,0,0,106500,180,138000,3060,767,77.17391304,32,1,0,0.514080949490652,FALSE,0.520383693045564
42071,67098,1,0,0,66500,360,78000,3060,777,85.25641026,27,1,0,0.547789711967448,FALSE,0.519760479041916
144769,170203,0,0,1,126500,360,168000,3060,785,75.29761905,60,1,1,0.611147178641912,TRUE,0.520334928229665
6810,31714,1,0,1,166500,360,198000,3060,795,84.09090909,58,1,0,0.630584833269942,FALSE,0.519713261648746
27341,52316,0,0,0,156500,360,248000,3060,801,63.10483871,38,0,0,0.438528306267774,TRUE,0.520286396181384
48724,73776,0,0,1,126500,360,148000,3060,839,85.47297297,41,1,0,0.610338755478024,FALSE,0.519666269368296
76811,101972,0,0,0,86500,360,168000,3060,843,51.48809524,49,1,1,0.523614788254241,TRUE,0.520238095238095
83205,108388,0,0,0,146500,240,228000,3060,844,64.25438596,41,0,0,0.450256702230222,TRUE,0.520808561236623
102108,127371,0,0,0,356500,360,608000,3060,848,58.63486842,47,0,0,0.426928320388999,TRUE,0.521377672209026
60513,85623,0,0,0,216500,360,228000,3060,868,94.95614035,45,1,0,0.571332813901774,FALSE,0.520759193357058
115612,140946,1,0,0,346500,360,908000,3060,874,38.16079295,47,0,0,0.410373892736171,TRUE,0.52132701421801
129160,154542,0,0,0,226500,360,258000,3060,883,87.79069767,40,1,0,0.570682438001516,FALSE,0.520710059171598
1841,26734,0,0,0,306500,360,438000,3060,894,69.97716895,49,0,0,0.431309037071985,TRUE,0.521276595744681
23881,48843,0,0,0,166500,360,228000,3120,502,73.02631579,38,0,0,0.44495017653007,TRUE,0.521841794569067
136977,162384,0,0,1,146500,360,148000,3120,513,98.98648649,61,1,0,0.634486600064823,FALSE,0.52122641509434
41804,66831,0,0,0,276500,360,358000,3120,523,77.23463687,37,0,0,0.43671128673367,TRUE,0.521790341578327
104282,129559,0,0,0,226500,360,318000,3120,537,71.22641509,49,0,0,0.436993823261415,TRUE,0.522352941176471
137611,163019,0,0,0,226500,324,318000,3120,559,71.22641509,36,0,0,0.425317652439184,TRUE,0.522914218566392
9460,34370,0,0,0,216500,360,478000,3120,560,45.29288703,39,0,0,0.417545845030981,TRUE,0.523474178403756
84588,109776,0,0,0,256500,360,348000,3120,578,73.70689655,37,0,1,0.431526546606814,FALSE,0.522860492379836
126236,151614,0,0,0,156500,360,228000,3120,594,68.64035088,54,1,0,0.786538130057572,FALSE,0.522248243559719
94517,119747,1,0,0,156500,360,198000,3120,601,79.04040404,41,0,0,0.411826465785971,TRUE,0.52280701754386
83261,108445,0,0,0,176500,360,268000,3120,609,65.85820896,20,0,0,0.4505756333348,TRUE,0.523364485981308
30405,55388,0,0,0,216500,360,408000,3120,611,53.06372549,43,0,0,0.419683573387694,TRUE,0.52392065344224
95622,120856,0,0,1,206500,360,238000,3120,613,86.76470588,61,1,1,0.633466368714168,TRUE,0.524475524475524
66672,91800,0,0,0,166500,360,298000,3120,623,55.87248322,42,0,0,0.433812835209864,TRUE,0.525029103608847
39709,64731,0,0,0,156500,360,248000,3120,629,63.10483871,30,0,0,0.436733802273166,TRUE,0.525581395348837
130607,155993,0,0,0,186500,180,438000,3120,634,42.57990868,49,0,0,0.433364475791086,TRUE,0.526132404181185
121207,146565,0,0,0,86500,180,168000,3120,652,51.48809524,39,0,0,0.498212662905545,TRUE,0.526682134570766
22511,47468,0,0,1,146500,360,148000,3120,657,98.98648649,24,1,0,0.626227801634687,FALSE,0.526071842410197
48229,73280,1,0,0,196500,360,278000,3120,671,70.68345324,47,0,0,0.412810008002381,TRUE,0.52662037037037
2418,27314,0,0,0,266500,360,288000,3120,681,92.53472222,44,1,0,0.564423061447628,FALSE,0.526011560693642
25879,50846,1,0,0,286500,360,368000,3120,687,77.85326087,39,0,0,0.412903138565726,TRUE,0.526558891454965
25900,50868,0,0,0,156500,276,188000,3120,689,83.24468085,49,1,0,0.609065811985582,FALSE,0.525951557093426
19223,44165,0,0,0,366500,360,478000,3120,691,76.67364017,56,1,1,0.852327069325152,TRUE,0.526497695852535
120636,145990,0,0,0,126500,180,208000,3120,692,60.81730769,37,0,0,0.452357093241016,TRUE,0.527042577675489
104131,129408,0,0,0,206500,360,258000,3120,703,80.03875969,43,0,0,0.455344984825046,TRUE,0.527586206896552
132780,158172,0,0,0,66500,360,148000,3120,705,44.93243243,36,1,0,0.516203828933144,FALSE,0.526980482204363
121532,146892,1,0,0,256500,360,338000,3120,706,75.88757396,45,0,1,0.415578130918768,FALSE,0.526376146788991
133779,159175,0,0,1,146500,360,148000,3120,712,98.98648649,34,1,0,0.62723271560707,FALSE,0.525773195876289
146292,171731,0,0,0,416500,360,608000,3120,714,68.50328947,21,1,1,0.513033377168092,TRUE,0.526315789473684
122207,147570,0,0,0,116500,180,178000,3120,714,65.4494382,40,0,0,0.4800418028329,TRUE,0.526857142857143
118523,143866,1,0,0,106500,360,78000,3120,715,136.5384615,43,1,1,0.759657549562054,TRUE,0.527397260273973
20986,45934,0,0,0,196500,360,198000,3120,716,99.24242424,61,1,0,0.69334881707407,FALSE,0.526795895096921
122599,147964,0,0,0,316500,360,368000,3120,741,86.00543478,8,1,1,0.708251688130485,TRUE,0.527334851936219
144028,169461,0,0,0,206500,360,268000,3120,745,77.05223881,40,0,0,0.449870032280395,TRUE,0.527872582480091
138380,163795,0,0,0,106500,360,178000,3120,748,59.83146067,26,0,0,0.48315394200672,TRUE,0.528409090909091
69797,94932,1,0,0,166500,180,238000,3120,753,69.95798319,39,0,0,0.423686231821754,TRUE,0.52894438138479
20569,45516,0,0,0,196500,180,258000,3120,759,76.1627907,53,1,1,0.81585665708642,TRUE,0.529478458049887
69973,95108,0,0,1,236500,360,298000,3120,759,79.36241611,56,1,0,0.644170712361907,FALSE,0.528878822197056
144720,170153,1,0,0,246500,360,268000,3120,760,91.97761194,43,0,0,0.458217137146088,TRUE,0.529411764705882
32336,57326,0,0,0,406500,360,558000,3120,762,72.84946237,57,1,1,0.878498107486398,TRUE,0.529943502824859
121602,146962,0,0,0,176500,360,288000,3120,765,61.28472222,21,0,1,0.44201846897946,FALSE,0.529345372460497
72627,97772,0,0,0,246500,360,308000,3120,767,80.03246753,34,0,0,0.45800877274193,TRUE,0.529875986471251
46284,71328,0,0,0,286500,360,288000,3120,793,99.47916667,45,1,0,0.611031095745913,FALSE,0.529279279279279
61689,86803,0,0,0,106500,276,158000,3120,797,67.40506329,32,0,0,0.495755994825711,TRUE,0.529808773903262
34578,59578,0,0,1,206500,180,178000,3120,803,116.011236,50,1,1,0.908519794252946,TRUE,0.530337078651685
29798,54777,0,0,0,146500,360,218000,3120,819,67.20183486,44,0,0,0.445863164139894,TRUE,0.530864197530864
15174,40102,0,0,0,286500,360,358000,3120,829,80.02793296,38,0,0,0.437737482949396,TRUE,0.531390134529148
60063,85170,0,0,1,226500,360,218000,3120,838,103.8990826,54,1,1,0.88080014941076,TRUE,0.531914893617021
60060,85167,1,0,0,126500,180,358000,3120,845,35.33519553,42,0,1,0.41767077185758,FALSE,0.531319910514541
141321,166741,0,0,1,196500,360,198000,3120,860,99.24242424,47,1,0,0.644757335172137,FALSE,0.53072625698324
37259,62270,0,0,1,206500,360,248000,3120,877,83.26612903,44,1,0,0.611621319099871,FALSE,0.530133928571429
128506,153887,0,0,0,206500,360,288000,3120,879,71.70138889,49,0,0,0.463844834715505,TRUE,0.530657748049052
66084,91211,0,0,0,116500,360,178000,3120,898,65.4494382,33,0,0,0.486863458730379,TRUE,0.531180400890869
57136,82226,0,0,0,266500,360,738000,3120,900,36.11111111,44,0,0,0.438164872559221,TRUE,0.531701890989989
87942,113144,0,0,0,146500,360,148000,3180,508,98.98648649,41,1,0,0.604724573575234,FALSE,0.531111111111111
121679,147039,0,0,1,156500,360,168000,3180,533,93.1547619,42,1,1,0.606772857910966,TRUE,0.531631520532741
54868,79946,0,0,0,216500,360,318000,3180,542,68.08176101,58,1,1,0.815040211573044,TRUE,0.532150776053215
20940,45888,0,0,0,166500,360,188000,3180,549,88.56382979,40,1,0,0.585976015293984,FALSE,0.53156146179402
143085,168511,0,0,1,86500,360,108000,3180,551,80.09259259,54,1,0,0.634364263552362,FALSE,0.530973451327434
73448,98597,1,0,0,176500,360,188000,3180,555,93.88297872,40,0,0,0.458442013917064,TRUE,0.531491712707182
41083,66110,0,0,0,206500,360,248000,3180,559,83.26612903,49,1,0,0.568910147167887,FALSE,0.530905077262693
15106,40034,0,0,1,206500,360,208000,3180,564,99.27884615,49,1,1,0.608201888707113,TRUE,0.531422271223815
138783,164198,1,0,0,206500,360,338000,3180,579,61.09467456,49,0,0,0.412889260341362,TRUE,0.531938325991189
36535,61541,0,0,1,276500,360,288000,3180,581,96.00694444,50,1,0,0.659636487548456,FALSE,0.531353135313531
66889,92017,0,0,0,226500,360,248000,3180,605,91.33064516,47,1,0,0.566744304099487,FALSE,0.530769230769231
