,Time,Length,Airline,DayOfWeek,Weekend,HH_C,HH_A,PRED,PROB,REAL,CERT,CORRECT,TP,TN,FP,FN
48499,1150,219,0.5629139072847682,3,0,0.0004264155141087916,0.7391304347826086,1,0.7405793106611611,1,0.24057931066116112,1,1,0,0,0
428586,1185,105,0.7034216453931138,4,0,0.00038933590418628795,0.7142857142857143,1,0.7405475843418174,1,0.24054758434181744,1,1,0,0,0
32563,1270,212,0.5629139072847682,7,1,0.00012977863472876265,0.8571428571428571,1,0.7404160372797041,1,0.24041603727970406,1,1,0,0,0
264957,1250,246,0.5629139072847682,3,0,0.0004264155141087916,0.7391304347826086,1,0.7402781964716003,1,0.2402781964716003,1,1,0,0,0
193515,1080,75,0.7034216453931138,3,0,0.00012977863472876265,0.7142857142857143,1,0.7402745954913964,1,0.2402745954913964,1,1,0,0,0
141669,1080,214,0.5629139072847682,2,0,0.0004264155141087916,0.7391304347826086,1,0.7399956688033521,1,0.2399956688033521,1,1,0,0,0
141951,570,130,0.7034216453931138,1,0,0.0002410174644962735,0.7692307692307693,1,0.739833792418855,1,0.23983379241885505,1,1,0,0,0
301992,1140,160,0.7034216453931138,1,0,0.00044495531907004336,0.7083333333333334,1,0.7398052949290884,1,0.23980529492908842,1,1,0,0,0
161165,880,60,0.7034216453931138,1,0,0.0006859727835663168,0.7027027027027027,1,0.73978331503724,1,0.23978331503724004,1,1,0,0,0
526845,880,60,0.7034216453931138,1,0,0.0006859727835663168,0.7027027027027027,1,0.73978331503724,1,0.23978331503724004,1,1,0,0,0
202621,880,60,0.7034216453931138,1,0,0.0006859727835663168,0.7027027027027027,1,0.73978331503724,1,0.23978331503724004,1,1,0,0,0
362642,1140,105,0.7034216453931138,2,0,0.00012977863472876265,0.7142857142857143,1,0.7395867081625614,1,0.23958670816256145,1,1,0,0,0
395886,695,135,0.7034216453931138,2,0,0.0004634951240312952,0.72,1,0.7394471661383912,0,0.23944716613839123,0,0,0,1,0
260433,550,60,0.7034216453931138,4,0,0.00033371648930253253,0.9444444444444444,1,0.7393294531732273,1,0.2393294531732273,1,1,0,0,0
263946,1145,60,0.7034216453931138,1,0,0.0006859727835663168,0.7027027027027027,1,0.7393014733039429,1,0.2393014733039429,1,1,0,0,0
369885,715,230,0.7034216453931138,4,0,0.0002595572694575253,0.7142857142857143,1,0.7391750293658113,1,0.23917502936581125,1,1,0,0,0
139815,585,95,0.7034216453931138,2,0,7.415921984500724e-05,0.75,1,0.7391295279290381,1,0.23912952792903808,1,1,0,0,0
482045,1085,330,0.7034216453931138,5,0,0.00012977863472876265,0.7142857142857143,1,0.7391202942383716,1,0.23912029423837156,1,1,0,0,0
474414,1155,150,0.7034216453931138,1,0,0.00038933590418628795,0.7142857142857143,1,0.7389783663372964,1,0.2389783663372964,1,1,0,0,0
94329,995,130,0.7034216453931138,1,0,0.0002595572694575253,0.7142857142857143,1,0.7389471293168393,1,0.23894712931683926,1,1,0,0,0
302005,550,60,0.7034216453931138,2,0,0.00033371648930253253,0.9444444444444444,1,0.738874430803617,1,0.23887443080361703,1,1,0,0,0
31087,1245,90,0.7034216453931138,7,1,0.00020393785457376988,0.7272727272727273,1,0.738744281009412,1,0.23874428100941203,1,1,0,0,0
367312,1145,80,0.7034216453931138,4,0,0.0006488931736438133,0.7142857142857143,1,0.7386422461489563,1,0.23864224614895635,1,1,0,0,0
302956,790,300,0.7034216453931138,5,0,0.00012977863472876265,0.7142857142857143,1,0.738633308272895,1,0.23863330827289497,1,1,0,0,0
259854,550,60,0.7034216453931138,3,0,0.00033371648930253253,0.9444444444444444,1,0.738535200387752,1,0.238535200387752,1,1,0,0,0
524496,940,105,0.7034216453931138,3,0,0.00038933590418628795,0.7142857142857143,1,0.738269129092155,1,0.23826912909215503,1,1,0,0,0
313713,1140,60,0.7034216453931138,7,1,0.001149467907597612,0.7419354838709677,1,0.7381971740537212,1,0.2381971740537212,1,1,0,0,0
262678,1110,60,0.7034216453931138,7,1,0.001149467907597612,0.7419354838709677,1,0.7381971740537212,1,0.2381971740537212,1,1,0,0,0
265064,1260,55,0.7034216453931138,7,1,0.001149467907597612,0.7419354838709677,1,0.738144603884801,1,0.23814460388480096,1,1,0,0,0
89897,1090,85,0.7034216453931138,4,0,0.0003151766843412807,0.7058823529411765,1,0.7379708547062797,1,0.23797085470627966,1,1,0,0,0
9088,1230,90,0.7034216453931138,4,0,0.0003151766843412807,0.7058823529411765,1,0.7379708547062797,0,0.23797085470627966,0,0,0,1,0
148379,930,80,0.7034216453931138,4,0,0.0006488931736438133,0.7142857142857143,1,0.7379513656229019,1,0.23795136562290187,1,1,0,0,0
468767,1255,570,0.5629139072847682,7,1,0.00011123882976751084,0.8333333333333334,1,0.7375741599933276,1,0.23757415999332765,1,1,0,0,0
478823,665,115,0.7034216453931138,6,1,0.0002410174644962735,0.7692307692307693,1,0.7375341518036435,1,0.23753415180364346,1,1,0,0,0
433786,895,70,0.7034216453931138,2,0,0.0006303533686825614,0.7058823529411765,1,0.7374535565255717,0,0.23745355652557165,0,0,0,1,0
31373,570,130,0.7034216453931138,4,0,0.0002410174644962735,0.7692307692307693,1,0.7372991718171881,1,0.23729917181718807,1,1,0,0,0
43197,625,175,0.7034216453931138,7,1,0.00011123882976751084,0.8333333333333334,1,0.737200543815586,1,0.23720054381558597,1,1,0,0,0
33850,565,75,0.7034216453931138,4,0,0.000482034928992547,0.8461538461538461,1,0.7370807033191372,1,0.23708070331913722,1,1,0,0,0
48909,905,200,0.7034216453931138,5,0,0.0003151766843412807,0.7058823529411765,1,0.7369767780073323,1,0.2369767780073323,1,1,0,0,0
212488,1185,65,0.7034216453931138,2,0,0.0006303533686825614,0.7058823529411765,1,0.7369717147922746,1,0.23697171479227463,1,1,0,0,0
72667,1050,100,0.7034216453931138,5,0,0.00012977863472876265,0.7142857142857143,1,0.7368985285960467,0,0.23689852859604665,0,0,0,1,0
308132,555,85,0.7034216453931138,2,0,0.0005561941488375542,0.9,1,0.7368135834419479,1,0.23681358344194792,1,1,0,0,0
4959,930,60,0.7034216453931138,7,1,0.001149467907597612,0.7419354838709677,1,0.7365516692502102,0,0.2365516692502102,0,0,0,1,0
58914,705,65,0.7034216453931138,7,1,7.415921984500724e-05,0.75,1,0.736481870547879,0,0.23648187054787895,0,0,0,1,0
533330,1210,160,0.7034216453931138,3,0,0.00012977863472876265,0.7142857142857143,1,0.7364430868925073,1,0.23644308689250726,1,1,0,0,0
376371,705,265,0.7034216453931138,7,1,7.415921984500724e-05,0.75,1,0.7359783182119657,1,0.2359783182119657,1,1,0,0,0
537421,735,105,0.7034216453931138,1,0,0.00044495531907004336,0.7083333333333334,1,0.7356850778277629,1,0.23568507782776293,1,1,0,0,0
115513,865,260,0.7034216453931138,7,1,0.00020393785457376988,0.7272727272727273,1,0.7356463333097607,0,0.2356463333097607,0,0,0,1,0
244833,1060,80,0.7034216453931138,6,1,0.00020393785457376988,0.7272727272727273,1,0.7355434982703669,0,0.2355434982703669,0,0,0,1,0
205037,1145,150,0.7034216453931138,3,0,0.00038933590418628795,0.7142857142857143,1,0.7352327464903463,1,0.2352327464903463,1,1,0,0,0
213707,1155,150,0.7034216453931138,3,0,0.00038933590418628795,0.7142857142857143,1,0.7352327464903463,1,0.2352327464903463,1,1,0,0,0
151632,1110,65,0.7034216453931138,5,0,0.0006303533686825614,0.7058823529411765,1,0.7347018568633367,1,0.23470185686333667,1,1,0,0,0
415781,885,135,0.7034216453931138,2,0,0.0002595572694575253,0.7142857142857143,1,0.734690849536595,1,0.23469084953659503,1,1,0,0,0
212589,1065,150,0.7034216453931138,2,0,0.00038933590418628795,0.7142857142857143,1,0.7346491046325373,1,0.2346491046325373,1,1,0,0,0
130228,600,70,0.7034216453931138,5,0,0.0008157514182950795,0.8409090909090909,1,0.7344990133191027,0,0.23449901331910272,0,0,0,1,0
97388,570,155,0.7034216453931138,7,1,0.0001853980496125181,0.9,1,0.7338480186808711,1,0.23384801868087113,1,1,0,0,0
139693,925,60,0.7034216453931138,4,0,0.0006859727835663168,0.7027027027027027,1,0.7337715725479828,1,0.23377157254798275,1,1,0,0,0
159422,810,249,0.5629139072847682,5,0,0.0006303533686825614,0.7352941176470589,1,0.7335380901298383,1,0.23353809012983828,1,1,0,0,0
311542,1070,65,0.7034216453931138,3,0,0.0006859727835663168,0.7027027027027027,1,0.7334122773314189,1,0.2334122773314189,1,1,0,0,0
300352,1070,65,0.7034216453931138,3,0,0.0006859727835663168,0.7027027027027027,1,0.7334122773314189,1,0.2334122773314189,1,1,0,0,0
318014,1230,60,0.7034216453931138,3,0,0.0006859727835663168,0.7027027027027027,1,0.7331988914148115,1,0.23319889141481154,1,1,0,0,0
195268,975,160,0.7034216453931138,2,0,0.00044495531907004336,0.7083333333333334,1,0.733119071182148,1,0.23311907118214803,1,1,0,0,0
357697,875,210,0.5629139072847682,1,0,0.00035225629426378436,0.7368421052631579,1,0.7329361070931469,1,0.23293610709314694,1,1,0,0,0
365724,930,90,0.7034216453931138,5,0,0.0003151766843412807,0.7058823529411765,1,0.7326578077810314,1,0.2326578077810314,1,1,0,0,0
305980,810,249,0.5629139072847682,3,0,0.0006303533686825614,0.7352941176470589,1,0.7324133753919635,1,0.2324133753919635,1,1,0,0,0
468295,600,55,0.7034216453931138,5,0,0.00020393785457376988,0.8181818181818182,1,0.7321874595320845,1,0.23218745953208453,1,1,0,0,0
398212,1115,90,0.7034216453931138,3,0,0.0003707960992250362,0.7,1,0.7314836828983167,0,0.23148368289831667,0,0,0,1,0
212429,590,70,0.7034216453931138,5,0,0.0002595572694575253,0.7857142857142857,1,0.7314198024304983,1,0.2314198024304983,1,1,0,0,0
324911,530,285,0.7034216453931138,4,0,7.415921984500724e-05,0.75,1,0.7313238455063559,0,0.23132384550635587,0,0,0,1,0
308755,1045,275,0.5629139072847682,5,0,0.00040787570914753977,0.7272727272727273,1,0.7312826940147907,1,0.23128269401479074,1,1,0,0,0
373659,805,65,0.7034216453931138,4,0,0.0006859727835663168,0.7027027027027027,1,0.7312299417432052,1,0.23122994174320521,1,1,0,0,0
107125,810,240,0.7034216453931138,1,0,0.00035225629426378436,0.6842105263157895,1,0.7310186672437201,1,0.2310186672437201,1,1,0,0,0
260926,760,65,0.7034216453931138,3,0,0.0006303533686825614,0.7058823529411765,1,0.7308717846991616,1,0.2308717846991616,1,1,0,0,0
191428,585,145,0.7034216453931138,5,0,0.00020393785457376988,0.8181818181818182,1,0.730773426303593,0,0.230773426303593,0,0,0,1,0
143030,580,145,0.7034216453931138,5,0,0.00020393785457376988,0.8181818181818182,1,0.730773426303593,1,0.230773426303593,1,1,0,0,0
325617,600,135,0.7034216453931138,5,0,0.0001853980496125181,0.8,1,0.7303833135576153,0,0.23038331355761532,0,0,0,1,0
406245,1125,155,0.7034216453931138,4,0,0.0001853980496125181,0.7,1,0.7303221367941766,0,0.23032213679417657,0,0,0,1,0
470554,735,105,0.7034216453931138,4,0,0.00044495531907004336,0.7083333333333334,1,0.7302659715428952,1,0.2302659715428952,1,1,0,0,0
112018,1180,135,0.7034216453931138,7,1,0.0004634951240312952,0.72,1,0.7302102856854827,0,0.23021028568548274,0,0,0,1,0
92759,985,140,0.7034216453931138,7,1,0.0004634951240312952,0.72,1,0.7302102856854827,1,0.23021028568548274,1,1,0,0,0
468123,615,220,0.7034216453931138,3,0,0.00012977863472876265,0.7142857142857143,1,0.7300238035533272,1,0.2300238035533272,1,1,0,0,0
107275,755,90,0.7034216453931138,7,1,0.0005005747339537988,0.7407407407407407,1,0.7294953356767817,1,0.2294953356767817,1,1,0,0,0
341928,810,65,0.7034216453931138,2,0,0.0006859727835663168,0.7027027027027027,1,0.7293827382261706,0,0.2293827382261706,0,0,0,1,0
466449,605,85,0.7034216453931138,7,1,0.00029663687938002894,0.875,1,0.7293487978569259,1,0.22934879785692586,1,1,0,0,0
510071,1075,213,0.5629139072847682,6,1,0.0006488931736438133,0.8,1,0.729342816066015,0,0.22934281606601503,0,0,0,1,0
79710,1155,140,0.7034216453931138,6,1,0.00033371648930253253,0.7222222222222222,1,0.7291859095060983,0,0.2291859095060983,0,0,0,1,0
350517,735,105,0.7034216453931138,3,0,0.00044495531907004336,0.7083333333333334,1,0.7286783968192871,0,0.22867839681928714,0,0,0,1,0
373674,810,240,0.7034216453931138,4,0,0.00035225629426378436,0.6842105263157895,1,0.7286312836237779,1,0.22863128362377794,1,1,0,0,0
97060,1315,75,0.7034216453931138,1,0,0.0004264155141087916,0.6956521739130435,1,0.7285245735820287,1,0.2285245735820287,1,1,0,0,0
312794,555,110,0.7034216453931138,1,0,0.0003151766843412807,0.8235294117647058,1,0.7280636746446806,1,0.22806367464468058,1,1,0,0,0
357885,955,155,0.7034216453931138,3,0,0.0001853980496125181,0.7,1,0.7280436815445143,1,0.22804368154451427,1,1,0,0,0
408159,635,140,0.7034216453931138,6,1,0.0002410174644962735,0.7692307692307693,1,0.7280383816901265,1,0.22803838169012647,1,1,0,0,0
317470,695,248,0.5629139072847682,3,0,0.0006303533686825614,0.7352941176470589,1,0.7280232112367183,1,0.22802321123671832,1,1,0,0,0
139455,1140,295,0.5629139072847682,5,0,0.00040787570914753977,0.7272727272727273,1,0.7277438842718386,1,0.22774388427183856,1,1,0,0,0
236232,790,130,0.7034216453931138,4,0,0.0006859727835663168,0.7027027027027027,1,0.727647911228046,0,0.22764791122804595,0,0,0,1,0
102596,1200,240,0.7034216453931138,4,0,0.00035225629426378436,0.6842105263157895,1,0.7276219476238641,1,0.22762194762386412,1,1,0,0,0
201859,540,105,0.7034216453931138,1,0,0.00029663687938002894,0.9375,1,0.7275210853010724,1,0.2275210853010724,1,1,0,0,0
465551,530,70,0.7034216453931138,1,0,0.00040787570914753977,0.9090909090909091,1,0.7275177881871671,1,0.22751778818716706,1,1,0,0,0
229587,1430,238,0.5629139072847682,1,0,0.0006303533686825614,0.7352941176470589,1,0.7273056272154377,0,0.22730562721543768,0,0,0,1,0
213268,1165,85,0.7034216453931138,1,0,0.0007230523934888205,0.6923076923076923,1,0.7268074420986386,1,0.22680744209863857,1,1,0,0,0
402108,1165,85,0.7034216453931138,1,0,0.0007230523934888205,0.6923076923076923,1,0.7268074420986386,0,0.22680744209863857,0,0,0,1,0
331375,990,90,0.7034216453931138,1,0,0.0007230523934888205,0.6923076923076923,1,0.7268074420986386,0,0.22680744209863857,0,0,0,1,0
461676,1235,85,0.7034216453931138,1,0,0.0007230523934888205,0.6923076923076923,1,0.7268074420986386,1,0.22680744209863857,1,1,0,0,0
317860,760,65,0.7034216453931138,5,0,0.0006303533686825614,0.7058823529411765,1,0.7267950374949508,1,0.22679503749495078,1,1,0,0,0
48466,885,80,0.7034216453931138,4,0,0.0006674329786050651,0.6944444444444444,1,0.7267307755829197,1,0.22673077558291965,1,1,0,0,0
466386,840,75,0.7034216453931138,1,0,0.00029663687938002894,0.6875,1,0.7267129717596105,1,0.22671297175961047,1,1,0,0,0
519729,1175,80,0.7034216453931138,1,0,0.00029663687938002894,0.6875,1,0.7266192638263962,1,0.2266192638263962,1,1,0,0,0
418520,590,60,0.7034216453931138,5,0,0.0004264155141087916,0.782608695652174,1,0.7265294437714583,1,0.22652944377145834,1,1,0,0,0
425304,1000,105,0.7034216453931138,1,0,0.00029663687938002894,0.6875,1,0.7265150183553704,1,0.22651501835537036,1,1,0,0,0
249362,655,170,0.7034216453931138,2,0,0.00012977863472876265,0.7142857142857143,1,0.7263567190975213,1,0.2263567190975213,1,1,0,0,0
318346,1035,85,0.7034216453931138,4,0,0.0006674329786050651,0.6944444444444444,1,0.7262489338496225,1,0.22624893384962252,1,1,0,0,0
52748,1010,160,0.7034216453931138,5,0,0.0001853980496125181,0.7,1,0.7261444342092465,1,0.22614443420924646,1,1,0,0,0
52192,580,75,0.7034216453931138,5,0,0.00035225629426378436,0.7894736842105263,1,0.7260554624258571,1,0.22605546242585706,1,1,0,0,0
420736,630,70,0.7034216453931138,2,0,0.0002595572694575253,0.7142857142857143,1,0.7260300905321786,1,0.2260300905321786,1,1,0,0,0
45226,685,65,0.7034216453931138,4,0,0.0006859727835663168,0.7027027027027027,1,0.7255818730620583,1,0.22558187306205835,1,1,0,0,0
91385,750,194,0.5629139072847682,4,0,0.0005932737587600579,0.75,1,0.7252154408857602,1,0.22521544088576018,1,1,0,0,0
68129,1225,75,0.7034216453931138,3,0,0.0004264155141087916,0.6956521739130435,1,0.7251568066189428,0,0.22515680661894277,0,0,0,1,0
93794,530,65,0.7034216453931138,4,0,0.0005191145389150506,0.8928571428571429,1,0.7251238620982956,1,0.2251238620982956,1,1,0,0,0
528968,1100,90,0.7034216453931138,4,0,0.0007230523934888205,0.6923076923076923,1,0.7250272498591606,1,0.22502724985916056,1,1,0,0,0
417707,870,90,0.7034216453931138,4,0,0.00029663687938002894,0.6875,1,0.724996900255833,1,0.22499690025583297,1,1,0,0,0
31792,1220,80,0.7034216453931138,3,0,0.0006674329786050651,0.6944444444444444,1,0.724985372190397,1,0.22498537219039705,1,1,0,0,0
243870,750,194,0.5629139072847682,5,0,0.0005932737587600579,0.75,1,0.7249367264673124,0,0.22493672646731244,0,0,0,1,0
534107,1220,283,0.5629139072847682,3,0,0.00040787570914753977,0.7272727272727273,1,0.7248740621782876,1,0.22487406217828765,1,1,0,0,0
212252,810,55,0.7034216453931138,7,1,0.001149467907597612,0.7419354838709677,1,0.7248315599691242,1,0.22483155996912418,1,1,0,0,0
520193,680,85,0.7034216453931138,2,0,0.0006488931736438133,0.7142857142857143,1,0.7247956282976961,1,0.22479562829769606,1,1,0,0,0
80974,880,95,0.7034216453931138,3,0,0.0005932737587600579,0.6875,1,0.7246131151143242,0,0.22461311511432425,0,0,0,1,0
413998,1225,75,0.7034216453931138,2,0,0.0004264155141087916,0.6956521739130435,1,0.7245731647611336,1,0.22457316476113365,1,1,0,0,0
150851,1185,75,0.7034216453931138,2,0,0.0004264155141087916,0.6956521739130435,1,0.7245731647611336,1,0.22457316476113365,1,1,0,0,0
301179,885,85,0.7034216453931138,2,0,0.0006674329786050651,0.6944444444444444,1,0.7245595590015026,1,0.2245595590015026,1,1,0,0,0
52125,715,153,0.5629139072847682,4,0,0.0003707960992250362,0.8,1,0.7245435624059086,1,0.22454356240590856,1,1,0,0,0
420628,920,75,0.7034216453931138,3,0,0.0004264155141087916,0.6956521739130435,1,0.7244659260928884,1,0.2244659260928884,1,1,0,0,0
103538,1260,223,0.5629139072847682,7,1,0.0006488931736438133,0.8,1,0.7244270133100155,1,0.22442701331001547,1,1,0,0,0
23395,1180,90,0.7034216453931138,3,0,0.0005932737587600579,0.6875,1,0.7244216662508635,0,0.22442166625086346,0,0,0,1,0
90798,685,65,0.7034216453931138,3,0,0.0006859727835663168,0.7027027027027027,1,0.724318311402833,1,0.22431831140283298,1,1,0,0,0
141101,1080,95,0.7034216453931138,4,0,0.00029663687938002894,0.6875,1,0.7242246656526997,1,0.22422466565269972,1,1,0,0,0
358142,530,180,0.7034216453931138,5,0,0.00014831843969001447,1.0,1,0.7241477932185296,1,0.22414779321852962,1,1,0,0,0
31456,865,70,0.7034216453931138,3,0,0.00035225629426378436,0.6842105263157895,1,0.7240860645044356,1,0.22408606450443558,1,1,0,0,0
534689,1110,85,0.7034216453931138,4,0,0.0002410174644962735,0.6923076923076923,1,0.7240749616932967,1,0.22407496169329666,1,1,0,0,0
8970,560,125,0.7034216453931138,3,0,0.00016685824465126627,0.7777777777777778,1,0.7239868156170195,0,0.2239868156170195,0,0,0,1,0
426629,735,284,0.5629139072847682,1,0,0.00040787570914753977,0.7272727272727273,1,0.7237056374610205,1,0.22370563746102046,1,1,0,0,0
254202,725,280,0.5629139072847682,1,0,0.00040787570914753977,0.7272727272727273,1,0.7237056374610205,1,0.22370563746102046,1,1,0,0,0
447743,580,221,0.5629139072847682,5,0,0.0006488931736438133,0.8,1,0.7236412305643892,0,0.22364123056438923,0,0,0,1,0
363647,780,85,0.7034216453931138,5,0,0.0006488931736438133,0.7142857142857143,1,0.7235499200252521,1,0.2235499200252521,1,1,0,0,0
148763,780,85,0.7034216453931138,5,0,0.0006488931736438133,0.7142857142857143,1,0.7235499200252521,1,0.2235499200252521,1,1,0,0,0
70309,1075,70,0.7034216453931138,6,1,0.0002595572694575253,0.7142857142857143,1,0.7234577276361998,0,0.22345772763619975,0,0,0,1,0
104021,715,260,0.7034216453931138,6,1,0.00020393785457376988,0.7272727272727273,1,0.7233451154853348,1,0.22334511548533476,1,1,0,0,0
202784,715,260,0.7034216453931138,6,1,0.00020393785457376988,0.7272727272727273,1,0.7233451154853348,1,0.22334511548533476,1,1,0,0,0
427907,880,85,0.7034216453931138,2,0,0.0007230523934888205,0.6923076923076923,1,0.7233378750110407,1,0.22333787501104074,1,1,0,0,0
161457,690,105,0.7034216453931138,5,0,0.00044495531907004336,0.7083333333333334,1,0.7233173003046476,1,0.22331730030464758,1,1,0,0,0
465247,510,365,0.7034216453931138,3,0,0.00020393785457376988,0.9090909090909091,1,0.723216295825444,1,0.223216295825444,1,1,0,0,0
141813,700,155,0.7034216453931138,7,1,0.00029663687938002894,0.75,1,0.7232026470308578,1,0.2232026470308578,1,1,0,0,0
458242,1045,374,0.5629139072847682,1,0,0.00020393785457376988,0.7272727272727273,1,0.7231856276519082,0,0.2231856276519082,0,0,0,1,0
479967,790,319,0.5629139072847682,6,1,0.0004264155141087916,0.782608695652174,1,0.7229730401914789,1,0.2229730401914789,1,1,0,0,0
276098,1165,85,0.7034216453931138,2,0,0.0007230523934888205,0.6923076923076923,1,0.7228560332777437,0,0.22285603327774373,0,0,0,1,0
485584,1095,150,0.7034216453931138,1,0,0.00029663687938002894,0.6875,1,0.7227877552275072,0,0.22278775522750716,0,0,0,1,0
528082,1140,145,0.7034216453931138,1,0,0.00029663687938002894,0.6875,1,0.7227877552275072,1,0.22278775522750716,1,1,0,0,0
535981,960,70,0.7034216453931138,6,1,0.0002595572694575253,0.7142857142857143,1,0.7227668471101454,1,0.22276684711014538,1,1,0,0,0
157385,1140,295,0.5629139072847682,1,0,0.00040787570914753977,0.7272727272727273,1,0.7226386169368729,1,0.22263861693687292,1,1,0,0,0
40665,885,190,0.5629139072847682,3,0,0.0005932737587600579,0.75,1,0.7222872191613529,1,0.22228721916135286,1,1,0,0,0
510183,590,85,0.7034216453931138,5,0,0.0007045125885275687,0.7631578947368421,1,0.7222745409602166,0,0.2222745409602166,0,0,0,1,0
360031,1010,55,0.7034216453931138,1,0,0.0006303533686825614,0.6764705882352942,1,0.7221228768580579,1,0.22212287685805787,1,1,0,0,0
296841,1075,152,0.5629139072847682,4,0,0.0003707960992250362,0.8,1,0.722019012238608,0,0.22201901223860798,0,0,0,1,0
426673,855,60,0.7034216453931138,4,0,0.00040787570914753977,0.6818181818181818,1,0.7220093172835488,1,0.22200931728354878,1,1,0,0,0
11621,1160,80,0.7034216453931138,5,0,0.0004264155141087916,0.6956521739130435,1,0.722006154456713,0,0.222006154456713,0,0,0,1,0
421973,1155,90,0.7034216453931138,2,0,0.0002410174644962735,0.6923076923076923,1,0.7219037451118795,1,0.2219037451118795,1,1,0,0,0
204337,815,90,0.7034216453931138,1,0,0.0005932737587600579,0.6875,1,0.7218623303421191,1,0.2218623303421191,1,1,0,0,0
484552,1070,70,0.7034216453931138,5,0,0.00035225629426378436,0.6842105263157895,1,0.7217544419460509,1,0.22175444194605087,1,1,0,0,0
36399,790,75,0.7034216453931138,3,0,0.0004264155141087916,0.6956521739130435,1,0.7217109093715037,1,0.22171090937150373,1,1,0,0,0
332690,530,300,0.7034216453931138,3,0,0.00033371648930253253,0.8333333333333334,1,0.721504400954757,0,0.22150440095475699,0,0,0,1,0
160679,585,95,0.7034216453931138,5,0,7.415921984500724e-05,0.75,1,0.7214827437602236,1,0.2214827437602236,1,1,0,0,0
250365,810,70,0.7034216453931138,4,0,0.00035225629426378436,0.6842105263157895,1,0.7214218871829249,1,0.22142188718292488,1,1,0,0,0
411224,1155,105,0.7034216453931138,3,0,0.00035225629426378436,0.6842105263157895,1,0.7213748904463207,1,0.22137489044632075,1,1,0,0,0
213657,1155,105,0.7034216453931138,3,0,0.00035225629426378436,0.6842105263157895,1,0.7213748904463207,1,0.22137489044632075,1,1,0,0,0
530168,1010,105,0.7034216453931138,3,0,0.00035225629426378436,0.6842105263157895,1,0.7213748904463207,1,0.22137489044632075,1,1,0,0,0
494466,780,60,0.7034216453931138,7,1,0.001149467907597612,0.7419354838709677,1,0.7213303510033675,0,0.2213303510033675,0,0,0,1,0
525267,600,115,0.7034216453931138,7,1,0.0002410174644962735,0.8461538461538461,1,0.7211767122929369,1,0.2211767122929369,1,1,0,0,0
52514,1005,145,0.7034216453931138,4,0,0.00029663687938002894,0.6875,1,0.7210075629880293,1,0.22100756298802926,1,1,0,0,0
136579,840,105,0.7034216453931138,2,0,0.00035225629426378436,0.6842105263157895,1,0.7208849565217258,0,0.2208849565217258,0,0,0,1,0
265201,745,95,0.7034216453931138,5,0,0.0003707960992250362,0.7,1,0.7207755882801352,1,0.22077558828013522,1,1,0,0,0
203042,965,105,0.7034216453931138,3,0,0.00035225629426378436,0.6842105263157895,1,0.7206840099202664,1,0.22068400992026638,1,1,0,0,0
146010,1110,60,0.7034216453931138,3,0,0.00040787570914753977,0.6818181818181818,1,0.720652047691109,1,0.22065204769110902,1,1,0,0,0
41068,720,160,0.7034216453931138,5,0,0.00044495531907004336,0.7083333333333334,1,0.7206434440751144,1,0.22064344407511438,1,1,0,0,0
355137,1020,65,0.7034216453931138,1,0,0.001427564982016389,0.6753246753246753,1,0.7204632229233598,1,0.22046322292335985,1,1,0,0,0
266475,875,85,0.7034216453931138,5,0,0.0004264155141087916,0.6956521739130435,1,0.7203606496532019,1,0.2203606496532019,1,1,0,0,0
95736,935,75,0.7034216453931138,5,0,0.0004264155141087916,0.6956521739130435,1,0.7203606496532019,1,0.2203606496532019,1,1,0,0,0
519526,840,60,0.7034216453931138,1,0,0.001427564982016389,0.6753246753246753,1,0.7203435449399668,1,0.22034354493996677,1,1,0,0,0
88211,815,90,0.7034216453931138,4,0,0.0005932737587600579,0.6875,1,0.7200821381026414,1,0.22008213810264143,1,1,0,0,0
420888,1220,55,0.7034216453931138,4,0,0.0006303533686825614,0.6764705882352942,1,0.7200186715541976,1,0.22001867155419763,1,1,0,0,0
416363,1140,110,0.7034216453931138,5,0,0.00029663687938002894,0.6875,1,0.7198104518312444,1,0.21981045183124437,1,1,0,0,0
250463,1055,95,0.7034216453931138,7,1,0.00012977863472876265,0.7142857142857143,1,0.7195878804350313,1,0.2195878804350313,1,1,0,0,0
207505,960,60,0.7034216453931138,1,0,0.001427564982016389,0.6753246753246753,1,0.7195589564806981,1,0.21955895648069812,1,1,0,0,0
321346,710,75,0.7034216453931138,1,0,0.00029663687938002894,0.6875,1,0.7195486654514912,1,0.2195486654514912,1,1,0,0,0
377473,1235,85,0.7034216453931138,5,0,0.0007230523934888205,0.6923076923076923,1,0.7195264808657439,1,0.2195264808657439,1,1,0,0,0
479755,1280,85,0.7034216453931138,5,0,0.0007230523934888205,0.6923076923076923,1,0.7195264808657439,1,0.2195264808657439,1,1,0,0,0
77633,665,95,0.7034216453931138,6,1,0.0005005747339537988,0.7407407407407407,1,0.7194561715217509,0,0.2194561715217509,0,0,0,1,0
378751,1245,145,0.7034216453931138,3,0,0.00029663687938002894,0.6875,1,0.7194199882644213,0,0.21941998826442133,0,0,0,1,0
535296,745,75,0.7034216453931138,4,0,0.0004264155141087916,0.6956521739130435,1,0.7193058813454161,1,0.21930588134541606,1,1,0,0,0
343599,780,60,0.7034216453931138,6,1,0.001149467907597612,0.7419354838709677,1,0.7192990435092956,0,0.21929904350929563,0,0,0,1,0
